"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","763","修改summary check","合并summary check","closed","","Airpaul","2015-03-13T01:30:55Z","2015-03-13T01:33:59Z"
"","718","remove tag version from all javadocs","Example: https://github.com/checkstyle/checkstyle/blob/master/src/main/java/com/puppycrawl/tools/checkstyle/checks/blocks/NeedBracesCheck.java  ``` @version 1.0 ```  please remove that tag from all javadocs.","closed","approved,","romani","2015-03-04T22:22:26Z","2015-03-06T01:10:17Z"
"","637","extend example of CyclomaticCompexity","Example: http://phpmd.org/rules/codesize.html#cyclomaticcomplexity  please update our xdoc: http://checkstyle.sourceforge.net/config_metrics.html#CyclomaticComplexity","closed","approved,","romani","2015-02-13T06:57:39Z","2015-06-13T23:13:35Z"
"","83","Rule [Method call to X needs ""this.""] only checks for methods declared earlier in source file","Example:  private boolean check1() {    return true; }  public boolean isAllowed() {    return check1() || check2(); }  private boolean check2() {    return true; }  Checkstyle will only complain about ""this."" not being prepended before check1(), not check2(). But when the method check2() is placed above isAllowed() in the source file, Checkstyle will complain.","closed","duplicate,","roelvandun","2014-01-08T08:58:44Z","2014-01-08T16:50:39Z"
"","116","IndentationCheck works incorrectly for fluent method calls","Example:  ``` java 1:        new String() 2:            .substring( 3:                0, 100 4:            ) 5:            .substring( 6:                0, 50 7:            ); ```  The above code (with default settings of IndentationCheck) warns that: `method call rparen at indentation level 12 not at correct indentation, 8 (IndentationCheck)` on line 4.  So according to checkstyle this parentheses should be at the same indentation as `new String()`, but it doesn't have a problem with parentheses on line 7.","closed","approved,","krzyk","2014-03-09T19:05:51Z","2018-11-14T18:11:15Z"
"","711","Update all links to sun.com reference to oracle site","Example oflink from our sources: http://java.sun.com/j2se/1.4.1/docs/api/java/text/MessageFormat.html  Linkcheck plugin does not catch that problem as all links to sun.com a re redirected to Oracle.com without error.  ToDo: all links that ocntain ""sun.com"" shuld be changed to corrsponding ""oralce.com"", IT IS NOT FIND A REPLACE TASK.","closed","approved,","romani","2015-03-02T23:54:14Z","2015-03-18T21:04:52Z"
"","546","Logging of exceptions:","Example of Exception logging during ""mvn clean verify"" on chekcstyle sources  ``` [checkstyle] /home/rivanov/nfs/java/git-others/checkstyle/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/imports/CustomImportOrderCheck.java:252:25: ']' is followed by whitespace. java.lang.NullPointerException     at com.puppycrawl.tools.checkstyle.checks.whitespace.NoWhitespaceAfterCheck.visitToken(NoWhitespaceAfterCheck.java:125)     at com.puppycrawl.tools.checkstyle.TreeWalker.notifyVisit(TreeWalker.java:448)     at com.puppycrawl.tools.checkstyle.TreeWalker.processIter(TreeWalker.java:541)     at com.puppycrawl.tools.checkstyle.TreeWalker.walk(TreeWalker.java:373)     at com.puppycrawl.tools.checkstyle.TreeWalker.processFiltered(TreeWalker.java:207)     at com.puppycrawl.tools.checkstyle.api.AbstractFileSetCheck.process(AbstractFileSetCheck.java:77)     at com.puppycrawl.tools.checkstyle.Checker.process(Checker.java:263)     at com.puppycrawl.tools.checkstyle.CheckStyleTask.realExecute(CheckStyleTask.java:318)     at com.puppycrawl.tools.checkstyle.CheckStyleTask.execute(CheckStyleTask.java:262)     at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:291)     at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)     at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)     at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)     at java.lang.reflect.Method.invoke(Method.java:483)     at org.apache.tools.ant.dispatch.DispatchUtils.execute(DispatchUtils.java:106)     at org.apache.tools.ant.Task.perform(Task.java:348)     at org.apache.tools.ant.Target.execute(Target.java:390)     at org.apache.tools.ant.Target.performTasks(Target.java:411)     at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1399)     at org.apache.tools.ant.helper.SingleCheckExecutor.executeTargets(SingleCheckExecutor.java:38)     at org.apache.tools.ant.Project.executeTargets(Project.java:1251)     at org.apache.tools.ant.taskdefs.Ant.execute(Ant.java:442)     at org.apache.tools.ant.UnknownElement.execute(UnknownElement.java:291)     at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)     at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)     at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)     at java.lang.reflect.Method.invoke(Method.java:483)     at org.apache.tools.ant.dispatch.DispatchUtils.execute(DispatchUtils.java:106)     at org.apache.tools.ant.Task.perform(Task.java:348)     at org.apache.tools.ant.Target.execute(Target.java:390)     at org.apache.tools.ant.Target.performTasks(Target.java:411)     at org.apache.tools.ant.Project.executeSortedTargets(Project.java:1399)     at org.apache.tools.ant.Project.executeTarget(Project.java:1368)     at org.apache.maven.plugin.antrun.AntRunMojo.execute(AntRunMojo.java:327)     at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo(DefaultBuildPluginManager.java:132)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:208)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:153)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:145)     at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject(LifecycleModuleBuilder.java:116)     at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject(LifecycleModuleBuilder.java:80)     at org.apache.maven.lifecycle.internal.builder.singlethreaded.SingleThreadedBuilder.build(SingleThreadedBuilder.java:51)     at org.apache.maven.lifecycle.internal.LifecycleStarter.execute(LifecycleStarter.java:120)     at org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:347)     at org.apache.maven.DefaultMaven.execute(DefaultMaven.java:154)     at org.apache.maven.cli.MavenCli.execute(MavenCli.java:584)     at org.apache.maven.cli.MavenCli.doMain(MavenCli.java:213)     at org.apache.maven.cli.MavenCli.main(MavenCli.java:157)     at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)     at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)     at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)     at java.lang.reflect.Method.invoke(Method.java:483)     at org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:289)     at org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:229)     at org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:415)     at org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:356) [checkstyle] /home/rivanov/nfs/java/git-others/checkstyle/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/checks/imports/IllegalImportCheck.java:72:36: ']' is followed by whitespace. [checkstyle] /home/rivanov/nfs/java/git-others/checkstyle/check ```  Expected: file that caused a problem shoudl be somehow  in log.","closed","approved,","romani","2014-12-26T22:27:44Z","2015-01-09T16:43:11Z"
"","93","how to for Eclipse compile and debug","Eventually I am going to create similar post on web site http://checkstyle.sourceforge.net/extending.html to ease new contributors to start with Checkstyle. Still not resolved is how to make Eclipse project to to work out-of-the-box (without ""mvn verify"" launch from terminal), till this is unresolved there is no reason to store "".profile and .classpath"" in repository.","closed","","romani","2014-02-01T17:25:34Z","2014-06-26T06:45:05Z"
"","797","Remove units for zero values in CSS","Even if CSS allows you to put units in the value 0 you should not. The value is always the same, with or without units, and without those units your will shrink the file size and speedup your page load time.  Fix according to CSSLint [Disallow units for zero values](https://github.com/CSSLint/csslint/wiki/Disallow-units-for-zero-values) rule.","closed","","mkordas","2015-03-15T10:04:36Z","2015-03-22T17:21:52Z"
"","17","Error in GenericWhitespace on complex generics.","Error occurs on the following code:  ``` public  LazyA9Maker(X loader, int latch){ } ```  the GenericWhitespace says: '>' is followed by whitespace.","closed","","pbaranchikov","2013-10-09T12:33:56Z","2013-10-10T06:03:00Z"
"","111","Fix for issue #14 will treat annotation array initialization like array initialization outside of an annotation.","Enhance WhitespaceAroundCheck to ignore Annotation Array Initialization curlies as it does for Array Initialization outside of annotations.  As ParenPadCheckTest reuses the test class for WhitespaceAroundCheckTest I copied it and changed that test to use this copy.","closed","","flatiron32","2014-02-21T18:03:26Z","2014-06-15T00:40:56Z"
"","169","Enhance WhitespaceAroundCheck","Enhance WhitespaceAroundCheck to check DO_WHILE and LITERAL_SWITCH tokens.","closed","","maroontress-tomohisa","2014-07-04T02:40:37Z","2014-07-12T23:14:24Z"
"","575","570 allow basedir set null","Enables possibility to set the basedir property to null.  This is needed in eclipse-cs in case the user provided a value for this in the XML configuration file. The user-defined value would be harmful in context of eclipse-cs, hence the basedir property needs to be reset to null. I tested the change in eclipse-cs and it is working as expected.","closed","","lkoe","2015-01-10T16:38:09Z","2015-01-11T18:14:40Z"
"","964","EmptyBlockCheck should process TokenTypes.LITERAL_SYNCHRONIZED","EmptyBlockCheck   TokenTypes.LITERAL_SYNCHRONIZED should be part of getAcceptableTokens(), and defaultTokens too,","closed","approved,","romani","2015-04-23T17:05:20Z","2015-04-23T19:39:06Z"
"","350","'>' is followed by an illegal character when referencing methods in type-parameterized classes","E.g, `MyClass::myMethod` generates  `'>' is followed by an illegal character`  Should either fix this, or enforce  `::` always being surrounded by spaces like other operators in the whitespace around/after modules.","closed","high demand,","thomas4g","2014-10-31T04:39:39Z","2014-12-18T19:42:20Z"
"","291","resolve javadoc problem that reported by java8","during javadoc generation:  ```   location: class DefaultConfiguration /home/rivanov/java/git-others/checkstyle/src/main/java/com/puppycrawl/tools/checkstyle/DefaultConfiguration.java:51: error: cannot find symbol     private final Map mMessages = Maps.newHashMap();                                                   ^   symbol:   variable Maps   location: class DefaultConfiguration  ```  https://cwiki.apache.org/confluence/display/MAVEN/Java+8+Upgrade  We need to find way to resolve that without ignoring.  also a problem:  ``` checkstyle/checkstyle/target/generated-sources/antlr/com/puppycrawl/tools/checkstyle/grammars/javadoc/JavadocParserListener.java:297: warning - Tag @link: can't find brTag in JavadocParser checkstyle/checkstyle/target/generated-sources/antlr/com/puppycrawl/tools/checkstyle/grammars/javadoc/JavadocParserListener.java:660: warning - Tag @link: can't find colgroup in JavadocParser checkstyle/checkstyle/target/generated-sources/antlr/com/puppycrawl/tools/checkstyle/grammars/javadoc/JavadocParserListener.java:814: warning - Tag @link: can't find colgroupTagClose in JavadocParser  Command line was: /usr/lib/jvm/jdk1.8.0_25/jre/../bin/javadoc @options @packages @argfile  Refer to the generated Javadoc files in '...../checkstyle/checkstyle/target/site/apidocs' dir.      at org.apache.maven.plugin.javadoc.AbstractJavadocMojo.executeJavadocCommandLine(AbstractJavadocMojo.java:5063)     at org.apache.maven.plugin.javadoc.AbstractJavadocMojo.executeReport(AbstractJavadocMojo.java:2004)     at org.apache.maven.plugin.javadoc.JavadocReport.generate(JavadocReport.java:130)     at org.apache.maven.plugins.site.render.ReportDocumentRenderer.renderDocument(ReportDocumentRenderer.java:233)     at org.apache.maven.doxia.siterenderer.DefaultSiteRenderer.renderModule(DefaultSiteRenderer.java:311)     at org.apache.maven.doxia.siterenderer.DefaultSiteRenderer.render(DefaultSiteRenderer.java:129)     at org.apache.maven.plugins.site.render.SiteMojo.renderLocale(SiteMojo.java:182)     at org.apache.maven.plugins.site.render.SiteMojo.execute(SiteMojo.java:141)     at org.apache.maven.plugin.DefaultBuildPluginManager.executeMojo(DefaultBuildPluginManager.java:132)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:208)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:153)     at org.apache.maven.lifecycle.internal.MojoExecutor.execute(MojoExecutor.java:145)     at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject(LifecycleModuleBuilder.java:116)     at org.apache.maven.lifecycle.internal.LifecycleModuleBuilder.buildProject(LifecycleModuleBuilder.java:80)     at org.apache.maven.lifecycle.internal.builder.singlethreaded.SingleThreadedBuilder.build(SingleThreadedBuilder.java:51)     at org.apache.maven.lifecycle.internal.LifecycleStarter.execute(LifecycleStarter.java:120)     at org.apache.maven.DefaultMaven.doExecute(DefaultMaven.java:347)     at org.apache.maven.DefaultMaven.execute(DefaultMaven.java:154)     at org.apache.maven.cli.MavenCli.execute(MavenCli.java:584)     at org.apache.maven.cli.MavenCli.doMain(MavenCli.java:213)     at org.apache.maven.cli.MavenCli.main(MavenCli.java:157)     at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)     at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)     at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)     at java.lang.reflect.Method.invoke(Method.java:483)     at org.codehaus.plexus.classworlds.launcher.Launcher.launchEnhanced(Launcher.java:289)     at org.codehaus.plexus.classworlds.launcher.Launcher.launch(Launcher.java:229)     at org.codehaus.plexus.classworlds.launcher.Launcher.mainWithExitCode(Launcher.java:415)     at org.codehaus.plexus.classworlds.launcher.Launcher.main(Launcher.java:356)  ```","closed","high demand,","romani","2014-10-08T15:48:39Z","2015-08-09T02:37:44Z"
"","992","Fix AvoidStaticImport check violations in codebase, issue #979","Dozens of tests import statically from the class being tested, so I decided to skip this check for test code.","closed","","mkordas","2015-04-26T09:21:01Z","2015-04-27T21:14:02Z"
"","810","Rewrite POM using canonical ordering, issue #809","Done according to [POM Code Convention](http://maven.apache.org/developers/conventions/code.html#POM_Code_Convention).","closed","","mkordas","2015-03-16T22:25:20Z","2015-03-22T17:20:35Z"
"","881","Add missing docs for allowMultipleEmptyLines property of EmptyLineSeparator check","Documenation is missing for [EmptyLineSeparator](http://checkstyle.sourceforge.net/config_whitespace.html#EmptyLineSeparator)  allowMultipleEmptyLines property.  In 209b22885ab63ab87c939a24c3ab5d9cf43d911d this newly added option was reverted. Then it was brought back with 2db0dab62fc4986c3bebb38a1b8cac857f37664a, but `config_whitespace.xml` was never updated again.","closed","approved,","mkordas","2015-03-29T00:56:23Z","2015-07-25T13:59:47Z"
"","512","changes to checkstyle's configuration for Checkstyle","do not start this issue till my finall approval  1) remove ""m"" and ""a"" prefixes in memebers and function arguments  2) indent ""case"" in SWITCH block to 4 spaces to the right  Attention:  ""esle {"" should stay as non changed, as on separete line from ""}"",  as Ilike thi sapproch and it is used in Spring and Hibernate projects too","closed","","romani","2014-12-18T19:48:03Z","2015-01-22T14:59:04Z"
"","477","Build and install the tests jar artifact","Distributing the tests jar artifact will allow the authors of custom checks to extend test classes available in checkstyle project.","closed","","ppalaga","2014-12-09T10:22:29Z","2014-12-09T22:00:18Z"
"","799","Introduce new handler SynchronizedHandler for checking identation. Fixes #580","Discussion what bad was going on is in discussion for issue #580. It introduces new SynchronizedHandler for synchronized expressions. To distinguish between synchronized method and synchronized block it has  isOnlyMethodModifier field which is determined by isMethodModifier method.","closed","","liscju","2015-03-15T13:22:14Z","2015-04-16T18:34:35Z"
"","343","JArchitect added to related section","Developers of this commercial tool contacted me in private email. I have not tried this one, but it seems that we support quite extensive list of related tools, including commercial (At least Idea plugins were listed in the days when there were no Community Edition if I remember correctly).","closed","","isopov","2014-10-30T18:05:40Z","2014-11-01T04:00:52Z"
"","457","remove JUnitTestCase from Checkstyle","details https://github.com/checkstyle/checkstyle/pull/431, as Check does not care of class it is validating - it is useless and should be removed.","closed","approved,","romani","2014-12-06T07:19:48Z","2015-04-19T06:19:40Z"
"","86","Deprecate FastStack implementation in API","Deprecate: http://checkstyle.sourceforge.net/apidocs/com/puppycrawl/tools/checkstyle/api/FastStack.html  use guava or other recent implementation","closed","approved,","romani","2014-01-19T16:42:08Z","2015-04-27T13:47:40Z"
"","525","Support for Default IntelliJ IDEA Formatting in CustomImportOrder or ImportOrder","Default formatting in IntelliJ looks like as follows:  ``` all other imports  javax.* in alphabetical order java.* in alphabetical order  static imports in alphabetical order ```  Right now, it is not possible to sort `java` and `javax` separately without blank line in-between. ##","closed","approved,","mkordas","2014-12-20T01:31:07Z","2020-04-19T17:46:51Z"
"","515","CustomImportOrderCheck broken","CustomImportOrderCheck does not behave as described:  ``` THIRD_PARTY_PACKAGE group. This group sets ordering of third party imports.  Third party imports are all imports except STATIC, SAME_PACKAGE(n)  and STANDARD_JAVA_PACKAGE. ```  That is not true: Third party packages are all imports that are not in STATIC and not in STANDARD_JAVA_PACKAGE and match the third party regex.  That means if you do not craft the regex well you'll get  a) intersection with SAME_PACKAGE, that means imports that qualify for SAME_PACKAGE _and_ THIRD_PARTY_PACKAGE b) imports that match no group at all  Additionally the default regex for THIRD_PARTY_PACKAGE is ""^$"" which matches the empty string only. That means if you use the THIRD_PARTY_PACKAGE group you MUST define a regex. This is not explained in the documentation!!!  ---  My import rule is as follows:  ``` import org.mydomain.project.*  import   import java.* import javax.*  import static  ```  I want to do that with the following configuration:  ``` sortImportsInGroupAlphabetically set to true separateLineBetweenGroups set to true customImportOrderRules set to SAME_PACKAGE(3)###THIRD_PARTY_PACKAGE###STANDARD_JAVA_PACKAGE###STATIC ```  But this does not work because the thirdPartyPackageRegExp does not match ""others""  Workaround is actually overspecifying ""same package"" by defining third party regex:  thirdPartyPackageRegExp = ""^(?!org.mydomain.project).*$""  ---  Question/Discussion: Does thirdPartyPackageRegExp make sense at all? Why not match _everything that is not in one of the other groups_ as THIRD_PARTY_PACKAGE?","closed","approved,","StefanPenndorf","2014-12-19T13:20:09Z","2015-01-30T16:41:42Z"
"","63","Indentation: method declaration should accept more deeply indented throws","Currently, the ""Indentation"" module expects methods declarations to have a `throws` keyword indented like this:  ``` java public void foo(int a,     int b)     throws SomeException {     return false; } ```  I think the following is much more readable:  ``` java public void foo(int a,         int b)         throws SomeException {     return false; } ```  Would you accept a patch that tolerates both indents?  It should be rather straightforward to do in https://github.com/checkstyle/checkstyle/blob/master/src/checkstyle/com/puppycrawl/tools/checkstyle/checks/indentation/MethodDefHandler.java#L80","closed","","kosta","2013-11-17T00:46:22Z","2014-02-13T20:49:11Z"
"","535","Add New Check: IllegalMethod","Currently in Checkstyle we have such checks like [IllegalType](http://checkstyle.sourceforge.net/config_coding.html#IllegalType), [IllegalImport](http://checkstyle.sourceforge.net/config_imports.html#IllegalImport), etc. But there is no way to prevent some particular method from being invoked.  This may be quite useful, when we decide in project e.g. to replace JUnit assertions with Hamcrest. Then the following configuration could be used with as many methods as we want to prohibit:  ``` xml        ```  This check should prevent from invoking instance/static methods that are invoked normally, by fully qualified names, statically imported etc. Star import is problematic, but we have other check to prevent it.  Right now we can prevent all overloaded versions from being invoked. Marking only one overload as illegal probably would be way too hard to implement (generics...). ##","open","new module,","mkordas","2014-12-23T21:13:07Z","2016-12-14T18:17:03Z"
"","138","Multithreaded file audit","Currently checkstyle uses just a single thread to perform file audit. If using multiple threads, the audit performance can be improved.  When building clean project, multithreading is required to reduce the duration of audit.","closed","approved,","vlsi","2014-04-23T14:04:48Z","2015-01-30T18:43:02Z"
"","260","added hidden field ignore rule for builder setter methods","Currently `HiddenField` module has an option to ignore only simple setter methods returning `void`. Assume the `checkstyle.cfg` has the following:  ``` xml ...        ... ```  Then this source file would be flagged:  ``` java class MyBuilder {     String prop;     public void setProp(String prop) { // this gets correctly ignored due to 'ignoreSetter'         this.prop = prop;     }      public MyBuilder withProp(String prop) { // this gets flagged         this.prop = prop;         return this;     } } ```  The proposed improvement is to add another boolean property 'ignoreBuilderSetter' to `HiddenField` module which would for all types named as `.*Builder` allow to ignore setter methods named either `withX` or `setX` and returning the defining type.  See committed xdoc for details.","closed","","wigbam","2014-08-24T15:39:40Z","2014-09-26T01:46:14Z"
"","736","Update Apache Ant library used by Checkstyle","Current state in Checkstyle's POM:  ``` xml            org.apache.ant       ant              1.7.0       provided      ```  Newest version of Apache Ant Core library is [1.9.4](http://mvnrepository.com/artifact/org.apache.ant/ant). After the change build executes fine.  Do you know the reason for comment `Do not upgrade as this is the earliest version of ANT supported`? Can I update this library regardless and remove this comment?  Also, do you know the reason it works with `provided`?","closed","","mkordas","2015-03-10T00:29:04Z","2015-03-11T16:47:59Z"
"","96","Allow commenting only one of the property methods","Creating Javadoc for Properties is valuable, but if done by any existing rules would result in a great deal of duplication. AllowMissingPropertyJavadoc allows to complete ignore all properties, but a more ideal solution is one in which you only need one comment to cover the getter and setter, and that the getter does not require a @return tag nor the setter an @param tag. At the base a property is a singular item, and sensibly only requires explanation once. Comments like ""Sets myProperty"" are useless cruft and best avoided, and copying the whole explanation of what a property is into four places is almost as bad. # Alternative request:  Most of the time, setters and getters are very simple, but it is not possible to suppress warnings if the JavaDoc for getters and setters is not defined. This could be added by one of the following methods: Add a checkbox for allowMissingJavadocGetter and allowMissingJavadocGetter  Add the possibility to define a regular expression so that methods that match that pattern should be not checked: allowMissingJavaDocPattern with a text entry field. ##","open","javadoc,","isopov","2014-02-05T10:00:50Z","2022-07-10T13:45:55Z"
"","6","InnerTypeLast within methods","Created: 2013-08-29 Creator: Alexander Weickmann   Following code leads to the checkstyle warning InnerTypeLast. This should not happen as it's not even possible to declare the variable before the inner class.  Check: http://checkstyle.sourceforge.net/config_design.html#InnerTypeLast  ``` class Outer {     void method() {         class Inner {         }         Inner inner = new Inner();     } } ```","closed","approved,","romani","2013-09-29T05:41:07Z","2014-12-02T15:19:12Z"
"","12","ImportOrder should ignore grouping order in static group as option","Created: 2013-08-16 Creator: David Harkness   http://checkstyle.sourceforge.net/config_imports.html#ImportOrder  When you specify package groupings inside ImportOrder, that same ordering is applied to the single group of static imports. Eclipse's Organize Imports feature, however, sorts all static imports alphabetically within a single group--ignoring the package grouping order. There's no way to synchronize the behavior between the two tools.  For example, using ""org,java"" produces this in Eclipse:  ``` import static java.Math.abs; import static org.foo.Bar.*;  import org.foo.Foo;  import java.util.Set; ```  For maximum flexibility, add an option to control whether or not the static imports (when grouped using ""top"" and ""bottom"" option) are sorted normally or according to the package groupings.  PS: Or perhaps it wants the two static imports above to be separated into groups as well. I cannot tell from the error message. So please make message more exact.","closed","approved,","romani","2013-10-05T15:03:05Z","2015-03-17T05:45:06Z"
"","13","Generics Wildcard (Java 7) - EOF error","Created: 2013-03-17 Creator: Füge  Generics wildcard usage in Java 7 like:  ``` List foo = List(); ```  throws: Got an exception - expecting EOF, found ...","closed","approved,","romani","2013-10-05T15:11:26Z","2014-07-29T17:59:59Z"
"","14","WhitespaceAround, false positive for right curly brace in Annotation","Created: 2013-02-27 Creator: Florian Reiser  http://checkstyle.sourceforge.net/config_whitespace.html#WhitespaceAround When having the WhitespaceAround test configured in the default configuration, it reports an error for the right curly brace in the following snippet, even though the formatting of the annotation is completely fine. The error message is ""There is no whitespace before '}'"". Code:  ``` @Local({Interface1.class, Interface2.class}) public class Implementation implements Interface1, Interface2 { ```  In my opinion there should be no error in this case, as it is in an annotation (javax.ejb.Local specifically)  More examples:  ```     @Target({TYPE, FIELD, METHOD, LOCAL_VARIABLE}) //warning     @SuppressWarnings({""unused"", ""all""}) //warning     @SuppressWarnings({ ""unused"", ""all"" }) // ok and Eclipse do format like this     @SuppressWarnings( { ""unused"", ""all"" } ) //ok with Check but ugly ```  It might be ""religious"" question how to format Annotation declarations, Sun/Oracle and others do that in bit different way, But I think it is reasonable to reconcile that in Checkstyle by option ""skipAnnotationBraces"" or smth similar  #   case from  Created: 2009-10-07 Creator: Mark Hobson :   ``` @MyAnnotation(myArrayElement = {""a"", ""b"", ""c""}) ```  With: ""'}' is not preceded with whitespace.""  Whereas the same formatting used with array initialisation passes:  ``` String myArrayElement = new String[] {""a"", ""b"", ""c""}; ```","closed","approved,","romani","2013-10-05T16:00:50Z","2014-07-22T17:59:32Z"
"","20","FinalLocalVariable does not check for loop variable","Created: 2013-02-12 Creator: Nathan  SF: #sf695  Checkstyle version: 5.6 Check: http://checkstyle.sourceforge.net/config_coding.html#FinalLocalVariable  With FinalLocalVariable enabled, checkstyle does not complain about following code:  ``` for (String s : new String[] {""A"", ""B"", ""C""}) { System.out.println(s); } ```  Should require:  ``` for (final String s : new String[] {""A"", ""B"", ""C""}) { System.out.println(s); } ```","closed","approved,","romani","2013-10-16T06:31:52Z","2018-01-03T20:31:16Z"
"","21","WhitespaceAround with allowEmptyMethods complains on annotation's empty method","Created: 2013-01-18 Creator: Matteo Corti  SF: #sf694  Check: http://checkstyle.sourceforge.net/config_whitespace.html#WhitespaceAround allowEmptyMethods=true  Code:  ``` public @interface CronExpression  { Class< ? >[] groups() default {}; // WARNING IS HERE } ```  Check is satisfied with following code, but it is a bug  ``` public @interface CronExpression  { Class< ? >[] groups() default { }; // extra space  } ```","closed","approved,","romani","2013-10-17T04:13:21Z","2014-07-22T16:05:17Z"
"","22","StrictDuplicateCode trips up on file headers","Created: 2012-12-18 Creator: Yegor Bugayenko  Ref: #sf693 Created: 2009-04-20 Creator: Toby Byron  ref: #sf555  I cannot use the StrictDuplicateCode check because it reports excessive essentially false duplicates.  Specifically, each of my source code files starts with the same file header (a comment that contains a copyright notice and boilerplate relating to the GPL3 license that my code is released under).  Yes, literally speaking, StrictDuplicateCode is correctly finding duplicates here however standard file headers are clearly not what people want to have reported to them.  So, what StrictDuplicateCode needs is to automatically suppress any duplicate comments at the start of files from its reports.  Would be nice to have a property ""header"" for StrictDuplicateCodeCheck:","closed","approved,","romani","2013-10-17T04:53:53Z","2015-02-24T06:49:48Z"
"","27","Documentation how to patch checkstyle is missing","Created: 2012-10-31 Creator: Markus Liebelt  SF ticker: 686  I would like to send a patch to one of the open checkstyle bugs, but could not find any documentation how to do that. Where is the documentation how to setup an IDE (preferred Eclipse) to develop a patch?  http://checkstyle.sourceforge.net/contributing.html  I tried the following:  Downloaded the binary and source release and tried to setup an Eclipse project with them. I had numerous problems, especially with the class path and the dynamically generated classes. I do not understand how a build of checkstyle should then be done to test the code. When I go to the code section, I find there a reference to git ?.  Please provide at least a recipe how to setup a pure Java development environment by providing the essential steps like:  ``` Ensure that Git, Java JDK 1.5/6/7 is installed. Checkout the current source code from that URL: https://github.com/checkstyle/checkstyle/ Develop the changes Provide a pull request by .... ```","closed","approved,","romani","2013-10-26T05:04:34Z","2015-03-12T20:12:25Z"
