"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","689","SOLR-13489: Stop the leader from trying to rejoin the election on ses…","…sion expiration and harden our zk reconnect code path.","closed","","markrmiller","2019-05-28T16:24:32Z","2019-06-03T16:12:58Z"
"","1447","LUCENE-9340: Deprecate SimpleBindings#add(SortField)","This method is trappy; it doesn't work for all SortField types, but doesn't tell you that until runtime.  This commit deprecates it, and removes all other callsites in the codebase.  Applies on top of LUCENE-9338","closed","","romseygeek","2020-04-22T15:58:55Z","2020-04-24T11:08:17Z"
"","721","LUCENE-8781: add FST array-with-gap addressing to Util.readCeilArc","This method got overlooked when I recently added the new FST encoding. Thanks to @dsmiley  for uncovering this.","closed","","msokolov","2019-06-15T11:58:48Z","2019-06-19T20:06:36Z"
"","1136","LUCENE-9113: Speed up merging doc values' terms dictionaries.","This makes the merged view call `TermsEnum#next` on its subs rather than `#lookupOrd`.","closed","","jpountz","2020-01-02T10:47:37Z","2020-01-06T08:01:46Z"
"","741","LUCENE-8879: Improve BKDRadixSelector tests","This issue just add some test specifically for the sorting capability of class BKDRadixSelector and improves the existing ones for the selection capabilities.","closed","","iverase","2019-06-25T05:51:45Z","2019-06-26T07:52:45Z"
"","1319","LUCENE-9164: process all events before closing gracefully","This is yet another / simpler approach to https://github.com/apache/lucene-solr/pull/1274 to ensure that all event are processed if we are closing the IW gracefully. This also improves the case where we closing due to a tragic event where we don't try to be heroic and just drop all pending events on the floor.","closed","","s1monw","2020-03-05T09:44:56Z","2020-03-10T19:40:21Z"
"","839","LUCENE-8954: refactor Nori analyzer","This is the PR for refactoring of the Nori(Korean) Analyzer. There are no logical changes in the Nori itself.  Please check the following link: https://issues.apache.org/jira/browse/LUCENE-8954","closed","","danmuzi","2019-08-20T17:11:24Z","2019-08-26T18:09:17Z"
"","1616","SOLR-14590: Add RankQParserPlugin","This is still WIP, just the query parsing so far. Currently working on the indexing side of things.","closed","","tflobbe","2020-06-25T22:54:25Z","2020-06-29T17:22:51Z"
"","1114","LUCENE-9109: Use stack walker to implement TestSecurityManager's detection of test JVM exit","This is just a small improvement in Lucene/Solr master (Java 11) to detect exit of JVM in our test framework. There are other places in Lucene that use ineffective ways to inspect the stack trace.  This one optimizes the implementation of TestSecurityManager#checkExit(status) to disallow all JVM exits outside of the official test runner by using StackWalker. In addition this needs no additional permissions, because we do not instruct StackWalker to fetch all crazy stuff like Class instances of stack elements.  The way how this works is: Walk through stack trace:  - skip all internal frames (those which come before the actual exit call) - skip all frmes with the actual exit call - limit to one more frame (the method calling System.exit()) - check if that remaining frame is on our whitelist  This can only be commited to master (9.0), as it requires Java 9.","closed","","uschindler","2019-12-23T19:04:16Z","2019-12-25T11:45:27Z"
"","1576","Alternative approach to LUCENE-8962","this is just a prototype - only intended for discussion","closed","","s1monw","2020-06-13T11:17:26Z","2020-06-22T13:52:16Z"
"","929","SOLR-13821: Package Store for storing package artefacts","This is for peer review (not yet ready for commit)  feedback welcome","closed","","noblepaul","2019-10-07T03:52:17Z","2019-11-08T01:16:10Z"
"","1322","Remove some unused lines from addBackcompatIndexes.py related to svn","This is dead code in a python script. We don't use svn anymore. I did not add corresponding git commands since the releaseWizard explicitly does an add after running the script, and noone has complained for so long time :)   Tagging @sarowe since it seems you have touched this script in the past","closed","","janhoy","2020-03-06T09:50:55Z","2020-03-10T23:43:46Z"
"","962","LUCENE-9021 QueryParser: re-use the LookaheadSuccess exception","This is basically the same as https://issues.apache.org/jira/browse/SOLR-11242 , but for Lucene QueryParser  # Checklist  Please review the following and check all that apply:  - [x] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [x] I have created a Jira issue and added the issue ID to my pull request title. - [x] I am authorized to contribute this code to the ASF and have removed any code I do not have a license to distribute. - [ ] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [x] I have developed this patch against the `master` branch. - [x] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","pbruski","2019-10-22T09:24:19Z","2020-12-12T14:05:47Z"
"","1223","SOLR-14213: Configuring Solr Cloud to use Shared Storage","This is an initial PR that allows Solr Cloud to be configured to use shared storage or not. Prior to this, shared storage is ""on"" by default with components be lazily initialized as needed e.g. when a collection of type shared is created. This of course is difficult to do correctly.   The solution proposed by this PR is check for the presence of a  section in solr.xml that indicates the user's intention to use shared storage and initiate the components on startup. This also sets the stage for future work we need to do to move some hard coded values into configurable parameters that would be specified in sharedStorage. See the JIRA for further discussion.   Changes: - solr.xml supports a bare-bone  section that should be added to enable shared storage on the cluster - If core discovery discovers a shared collection but the cluster is not shared storage enabled, this is considered a fatal error (user error) and solr will not start in stable state - Collections of type shared can only be created if the cluster is shared storage enabled (all shared functionality is already gated behind the presence of shared replicas within shared collections) - Added a test in SimpleSharedStorageCollectionTest to ensure proper feature gating - Refactored our test setup for anything using SolrCloudSharedStoreTestCase to automatically start a mini solr cluster with a solr.xml (added solr-sharedstorage.xml) containing the sharedStorage section. Also made a change moving the local FS client setup into this parent class  so that any extending test classes don't need to worry about setting the shared directory up unless they want to mock the client themselves","closed","","andyvuong","2020-01-30T00:42:05Z","2020-02-28T02:11:36Z"
"","1274","LUCENE-9164: Prevent IW from closing gracefully if threads are still modifying","This is an alternative approach to https://github.com/apache/lucene-solr/pull/1215 It's still a rough cut and more up for discussion. @dnhatn @jpountz do you wanna take a look","closed","","s1monw","2020-02-21T11:53:08Z","2020-03-08T20:01:08Z"
"","1310","SOLR-13350: Multithreaded search using collector managers","This is almost complete. Here, all queries are multi-threaded. TODO: Implement a query time parameter (default: off) to enable multi-threaded searching.  Tests pass.","open","","chatman","2020-03-03T13:45:30Z","2020-08-31T16:11:20Z"
"","1112","SOLR-14131: add maxQueryLength option","This is a work-in-progress as I'm trying to get tests working - see https://github.com/apache/lucene-solr/pull/1107 for my attempts at this. We can manually demonstrate that the DirectSolrSpellChecker update works, but I'm struggling to understand DirectSolrSpellCheckerTest - I want to write a couple of tests that demonstrate that a given term is corrected when maxQueryLength is not set, and not corrected when maxQueryLength is less than the term length.  # Description  Please provide a short description of the changes you're making with this pull request.  # Solution  Please provide a short description of the approach taken to implement your solution.  # Tests  Please describe the tests you've developed or run to confirm this patch implements the feature or solves the problem.  # Checklist  Please review the following and check all that apply:  - [ ] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [ ] I have created a Jira issue and added the issue ID to my pull request title. - [ ] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [ ] I have developed this patch against the `master` branch. - [ ] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","andywebb1975","2019-12-23T13:38:39Z","2019-12-23T14:53:01Z"
"","1488","LUCENE-9321: Refactor renderJavadoc to allow relative links with multiple Gradle tasks","This is a WIP task to convert the renderJavadoc task in the Gradle build to run 2 times: - Once for the Maven artifacts with absolute links (standard ""javadoc"" gradle task replacement. Output is project local). This task will be used for precommit (limited checks, as cross-module links cannot be checked. This task is for everyday use - another task that renders all javadocs to the global documentation folder (one for Lucene, one for Solr). All links inside will be relative.  This PR currently contains: - Refactor task to own class, so we can create multiple named tasks - Add task property to generate relative links (a new closure was added to do this: It produces a relative link from the Gradle project path of current project to the linked project","closed","","uschindler","2020-05-06T08:27:53Z","2020-05-14T13:19:29Z"
"","1316","LUCENE-8929 parallel early termination in TopFieldCollector using minmin score","This is a followup to https://github.com/apache/lucene-solr/pull/1235. I found some bugs in luceneutil measuring impact on concurrent search that were making progress extremely difficult! Finally I am able to measure consistently, my sanity is mostly restored, and I think this is very nearly ready to go.  I'll post a better explanation of what this is, along with some performance measurements, in the JIRA issue.","closed","","msokolov","2020-03-04T20:55:59Z","2020-12-30T21:04:22Z"
"","904","LUCENE-8992: Share minimum score across segment in concurrent search","This is a follow up of LUCENE-8978 that introduces shared minimum score across segment in concurrent search for top field collectors that sort by relevance first.","closed","","jimczi","2019-09-27T14:12:04Z","2019-10-23T15:04:50Z"
"","1098","SOLR-13190 - added maxQueryLength parameter","This is a draft for discussion only, ref https://issues.apache.org/jira/browse/SOLR-13190   * SOLR-####:   LUCENE and SOLR must be fully capitalized. A short description helps people scanning pull requests for items they can work on.  Properly referencing the issue in the title ensures that Jira is correctly updated with code review comments and commits. -->   # Description  Please provide a short description of the changes you're making with this pull request.  # Solution  Please provide a short description of the approach taken to implement your solution.  # Tests  Please describe the tests you've developed or run to confirm this patch implements the feature or solves the problem.  # Checklist  Please review the following and check all that apply:  - [ ] I have reviewed the guidelines for [How to Contribute](https://wiki.apache.org/solr/HowToContribute) and my code conforms to the standards described there to the best of my ability. - [ ] I have created a Jira issue and added the issue ID to my pull request title. - [ ] I have given Solr maintainers [access](https://help.github.com/en/articles/allowing-changes-to-a-pull-request-branch-created-from-a-fork) to contribute to my PR branch. (optional but recommended) - [ ] I have developed this patch against the `master` branch. - [ ] I have run `ant precommit` and the appropriate test suite. - [ ] I have added tests for my changes. - [ ] I have added documentation for the [Ref Guide](https://github.com/apache/lucene-solr/tree/master/solr/solr-ref-guide) (for Solr changes only).","closed","","andywebb1975","2019-12-18T13:18:03Z","2019-12-23T15:52:54Z"
"","964","LUCENE-9023: GlobalOrdinalsWithScore should not compute occurrences when the provided min is 1","This is a continuation of https://issues.apache.org/jira/browse/LUCENE-9022  Today the GlobalOrdinalsWithScore collector and query checks the number of matching docs per parent if the provided min is greater than 0. However we should also not compute the occurrences of children when min is equals to 1 since this is the minimum requirement for a document to match.","closed","","jimczi","2019-10-22T13:50:00Z","2020-11-10T12:12:11Z"
"","970","Enable back TestTlogReplica in 8x","This is a cherry-pick of https://github.com/apache/lucene-solr/commit/98cdac82a18d4d6594804c30e1687bfedbd68838 (note this PR is against branch_8x), however `testAddDocs` fails, and seems to be related to recent metrics changes. @sigram, mind taking a look at the last commit in this PR? The reason the test fails is that the stats for `updateHandler` come back empty, and I was able to track that to the fact that `getSolrMetricsContext()` returns `null` (from the superclass)","closed","","tflobbe","2019-10-23T20:18:56Z","2019-10-24T19:01:11Z"
"","771","LUCENE-8620: Update Tessellator logic to label if triangle edges belongs to the original polygon","This information is then encoded and triangles are decoded using LatLonShape.decodeTriangle.  Relates to #608","closed","","iverase","2019-07-09T11:57:49Z","2019-09-09T09:21:53Z"
"","1620","SOLR-14590 : Add support for Lucene's FeatureField in Solr","This implements the ""Approach 2""  suggested by Varun here: https://github.com/apache/lucene-solr/pull/1616#discussion_r446404384","closed","","tflobbe","2020-06-26T21:54:05Z","2020-06-30T18:15:45Z"
"","1429","LUCENE-9286: In FST, avoid using raw types.","This fixes some compiler warnings popped up recently.","closed","","jtibshirani","2020-04-13T23:58:51Z","2020-04-14T23:44:59Z"
"","981","LUCENE-9030: Fix different Solr- and WordnetSynonymParser behaviour","This fixes an issue where sets of equivalent synonyms in the Wordnet format are parsed and added to the SynonymMap in a way that leads to the original input token not being typed as ""word"" but as SYNONYM instead. Also the original token doesn't appear first in the token stream output, which is the case for equivalent solr formatted synonym files.  Currently the WordnetSynonymParser adds all combinations of input/output pairs of a synset entry into the synonym map, while the SolrSynonymParser excludes those where input and output term are the same. This change adds the same behaviour to WordnetSynonymParser and adds tests that show the two formats are outputting the same token order and types now.","closed","","cbuescher","2019-10-28T20:06:20Z","2019-11-13T15:40:47Z"
"","765","LUCENE-8150: Remove references to `segments.gen`.","This file isn't used anymore since 4.0, so I tried to contain references to `segments.gen` to the minimum that is required to get the right exception when opening a too old index.","closed","","jpountz","2019-07-05T14:06:03Z","2019-09-04T07:51:28Z"
"","1503","LUCENE-9368: SIMD-based decoding of BKD docIds","This commit reuse the decoding technique used for posting to encode BKD docIds. One if the biggest differences is that in this case we want to expand our integers directly into an integer arrays, or feed the decoding values directly to the `IntersectVisitor`.  In order to do that we reorder the incoming docIds arrays so we can decode them later on in order.","closed","","iverase","2020-05-11T05:52:14Z","2020-05-27T09:59:42Z"
"","1303","LUCENE-9114: Improve ValueSourceScorer's Default Cost Implementation","This commit makes ValueSourceScorer's costing algorithm also take the delegated FunctionValues's cost into consideration when calculating its cost.","closed","","atris","2020-03-01T08:10:59Z","2020-03-05T03:46:51Z"
"","1615","SOLR-14588: Follow Up Fixes and Documentation","This commit is a follow up to the original commit and adds more documentation and adds timing information for circuit breaker check only if circuit breakers are enabled","closed","","atris","2020-06-25T20:18:03Z","2020-06-26T16:50:22Z"
"","742","LUCENE-8882: Extend QueryVisitor To Maintain Metadata State","This commit introduces the notion of state to QueryVisitor API, thus allowing queries to pass metadata across the entire query tree. This can allow things like upper queries making intelligent decisions for cases like IndexOrDocValuesQuery, or cases where a sorted index can benefit from a sorted index query.","open","","atris","2019-06-26T08:18:16Z","2019-07-01T08:58:29Z"
"","923","LUCENE-8988: Introduce Global Feature Based Early Termination For Sorted Fields","This commit introduces maximum-of-minimum based early termination for TopFieldCollector. LUCENE-8949 is also a part of this commit since it is a prerequisite for this change.","open","","atris","2019-10-04T10:09:06Z","2019-10-23T22:00:26Z"
"","757","LUCENE-8857: Introduce Custom Tiebreakers in TopDocs#merge","This commit introduces custom tiebreakers which allows users to specify custom tiebreakers when ordering hits to return. A default tiebreaker is introduced for tie breaking on shard index first and then docID.","closed","","atris","2019-07-01T17:30:14Z","2019-07-02T18:35:19Z"
"","734","LUCENE-8857: Introduce Custom Tiebreakers in TopDocs#merge","This commit introduces custom tiebreakers which allows users to specify custom tiebreakers when ordering hits to return. A default tiebreaker is introduced for tie breaking on shard index first and then docID.","closed","","atris","2019-06-20T20:32:54Z","2019-07-01T14:18:49Z"
"","1049","LUCENE-9074: Slice Allocation Circuit Breakers in IndexSearcher","This commit introduces accounting for the queue length of the ExecutorService being used to perform concurrent search when allocating slices for an IndexSearcher. This commit also introduces an abstraction to define custom parameters for sealing bulkheads under heavy node stress to allow better predictable behaviour of latencies under varying stress","closed","","atris","2019-12-02T10:37:21Z","2020-01-27T10:04:00Z"
"","823","LUCENE-8939: Introduce Shared Count Early Termination In Parallel Search","This commit introduces a shared counter based CollectorManager which allows accurate early termination across all its collectors, once enough hits have been globally collected.","closed","","atris","2019-08-06T06:19:20Z","2019-09-05T08:38:48Z"
"","803","LUCENE-8929: Early Terminating CollectorManager with Global Hitcount","This commit introduces a new collector and collectormanager with capability to accurately early terminate across all collectors when the total hits threshold is globally reached.","open","","atris","2019-07-23T08:08:12Z","2019-07-29T03:21:58Z"
"","729","LUCENE-8862: Introduce Collector Level Memory Accounting","This commit introduces a mechanism to track the dynamic memory utilization of Collectors and allow setting collector level limits for memory usage. A new bitset collecting Collector is introduced which supports the memory tracker functionality.","closed","","atris","2019-06-19T07:52:04Z","2019-07-01T11:47:07Z"
"","1294","LUCENE-9074: Slice Allocation Control Plane For Concurrent Searches","This commit introduces a mechanism to control allocation of threads to slices planned for a query. The default implementation uses the size of backlog queue of the executor to determine if a slice should be allocated a new thread  Supersedes #1214","closed","","atris","2020-02-27T04:56:32Z","2021-06-11T12:05:42Z"
"","1214","LUCENE-9074: Slice Allocation Control Plane For Concurrent Searches","This commit introduces a mechanism to control allocation of threads to slices planned for a query. The default implementation uses the size of backlog queue of the executor to determine if a slice should be allocated a new thread","closed","","atris","2020-01-27T10:03:37Z","2020-02-27T04:59:44Z"
"","897","LUCENE-8978: Maximal Of Minimum Scores Based Concurrent Early Termination","This commit introduces a mechanism for early termination where, for indices sorted by relevance, hits are collected in per thread queue. Full PQs publish their bottom values and the maximum of them is then used by the corresponding collectors to filter further hits","closed","","atris","2019-09-23T08:31:36Z","2019-09-25T08:06:40Z"
"","877","LUCENE-8978: Maximal Bottom Score Based Early Termination","This commit introduces a mechanism for early termination where, for indices sorted by relevance, hits are collected in per thread queue. Full PQs publish their bottom values and the maximum of them is then used by the corresponding collectors to filter further hits","closed","","atris","2019-09-12T13:11:14Z","2019-09-23T08:32:49Z"
"","1537","LUCENE-9381: Add SortOrder interface","This commit extracts a new SortOrder interface from SortField, containing only those methods that are directly necessary to implement a sort.","closed","","romseygeek","2020-05-26T10:05:26Z","2021-09-15T11:19:23Z"
"","1513","LUCENE-9369: Deprecate ValueSourceGroupSelector","This commit deprecates grouping's ValueSourceGroupSelector, and moves a copy of its code into Solr to preserve its group-by-fieldsource functionality.  AllGroupsCollectorTest and AllGroupHeadsCollectorTest are removed entirely, as their test coverage is duplicated by BaseGroupSelectorTestCase; similarly, TestGrouping and GroupingSearchTest are duplicated by both BaseGroupSelectorTestCase and BlockGroupingTest.  DistinctValuesCollectorTest is reworked to depend only on TermGroupSelector.","open","","romseygeek","2020-05-12T09:36:53Z","2020-05-12T09:36:53Z"
"","1606","SOLR-14588: Implement Circuit Breakers","This commit consists of two parts: initial circuit breakers infrastructure and real JVM memory based circuit breaker which monitors incoming search requests and rejects them with SERVICE_TOO_BUSY error if the defined threshold is breached, thus giving headroom to existing indexing and search requests to complete.","closed","","atris","2020-06-23T15:46:01Z","2020-06-25T15:36:23Z"
"","1626","SOLR-14588: Implement Circuit Breakers","This commit consists of two parts: add circuit breakers infrastructure and a ""real"" JVM heap memory based circuit breaker which monitors incoming search requests and rejects them with SERVICE_TOO_BUSY error if the defined threshold is breached, thus giving headroom to existing indexing and search requests to complete.","closed","","atris","2020-06-28T18:02:48Z","2020-07-08T18:46:24Z"
"","1481","LUCENE-9358: remove unnecessary tree rotation for the one dimensional case","This commit changes the way the multi-dimensional tree builder generates the intermediate tree representation to be equal to the one dimensional case. Therefore, the index packing logic can be changed to work on the representation and avoid unnecessary tree and leaves rotation.  A new interface is introduced to avoid copying intermediate List arrays.  split values and split dimensions are handled in different arrays which means we are increasing the number of max points the tree builders can handle.","closed","","iverase","2020-05-04T07:40:37Z","2020-05-11T16:39:16Z"
"","1464","LUCENE-9087: Build always trees with full leaves and lower the default value for maxPointsPerLeafNode","This commit changes the logic used to build BKD trees to always construct trees with full leaves (except the last one). This change gives more control in the expected behaviour of the tree. In addition the special logic the we have for 1D trees constructs the same type of trees, therefore removing some discrepancy.  In addition, this commit lowers the default for maxPointsPerLeafNode from 1024 to 512 and simplifies the logic for rotating tree leaves.","closed","","iverase","2020-04-28T16:47:40Z","2020-05-02T09:54:02Z"
"","748","LUCENE-8889: Add Tests For Accessors Of Ranges in PointRangeQuery","This commit beefs up equality tests for PointRangeQuery by deep checking range points as well. This also serves to have an internal usage of the API so it does not seem orphaned within the code base.","closed","","atris","2019-06-27T11:03:27Z","2019-06-27T11:55:15Z"
"","1232","LUCENE-9171: Add BoostAttribute handling to QueryBuilder","This commit allows QueryBuilder to add boosts to term queries and synonym queries  when a boost is specified on a particular term via a BoostAttribute.","closed","","romseygeek","2020-02-03T12:33:36Z","2020-02-27T09:51:42Z"
"","1505","LUCENE-9328: Add PooledDocValuesReader","This commit adds a PooledDocValuesReader that shares doc values iterators among several consumers, and adds it to grouping second-pass collectors.","open","","romseygeek","2020-05-11T14:38:16Z","2020-05-12T22:56:35Z"
"","1440","LUCENE-9330: Make SortFields responsible for index sorting and serialization","This commit adds a new class `IndexSorter` which handles how a sort should be applied to documents in an index: * how to serialize/deserialize sort info in the segment header * how to sort documents within a segment * how to sort documents from merging segments  SortField has a `getIndexSorter()` method, which will return `null` if the sort cannot be used to sort an index (eg if it uses scores or other query-dependent values).  This also requires a new Codec as there is a change to the SegmentInfoFormat","closed","","romseygeek","2020-04-20T11:07:28Z","2020-05-22T12:33:07Z"
"","1037","LUCENE-9062: QueryVisitor.consumeTermsMatching","This commit adds a `consumeTermsMatching()` method to QueryVisitor, allowing queries that match against a class of terms to report this back to the visitor.  It also changes highlighting code to use this new method, replacing the current implementation via `instanceof` checks.","closed","","romseygeek","2019-11-25T09:57:01Z","2019-11-27T16:29:05Z"
"","832","LUCENE-8952: Use a sort key instead of true distance in NearestNeighbor.","This commit addresses a TODO in `NearestNeighbors` around switching to `SloppyMath.haversinSortKey`. When comparing candidate hits, we now only compute a distance sort key. The sort key is converted to a true distance only when returning the final set of `FieldDocs` and when calculating the bbox for the current search area.","closed","","jtibshirani","2019-08-14T19:27:46Z","2019-08-23T16:40:33Z"
"","1428","LUCENE-7788: fail precommit on unparameterised log.trace messages","This cleans up two directories. I have yet to go through all the changes with fresh eyes, but gradle check succeeds. NOTE: gradle does not yet include the checker program, nor will it until it runs cleanly.  I intend to push multiple batches of changes to the apache repo, there will be far too many to do all at once. Once that's done, I'll make the changes to Gradle precommit to fail on suspicious log messages.  So unless there are objections, I'll: - run ant precommit and test on these changes. - push these changes to Apache tomorrow morning. - start on another batch after I push. - rinse, repeat","closed","","ErickErickson","2020-04-13T18:22:15Z","2020-04-16T14:25:52Z"
"","1397","LUCENE-9304: Refactor DWPTPool to pool DWPT directly","This change removes the `ThreadState` indirection from DWPTPool and pools DWPT directly. The tracking information and locking semantics are mostly moved to DWPT directly and the pool semantics have changed slightly such that DWPT need to be _checked-out_ in the pool once they need to be flushed or aborted. This automatically grows and shrinks the number of DWPT in the system when number of threads grow or shrink.  Access of pooled DWPTs is more straight forward and doesn't require ordinal. Instead consumers can just iterate over the elements in the pool.  This allowed for removal of indirections in DWPTFlushControl like `BlockedFlush`, the removal of DWPTPool setter and getter in `IndexWriterConfig` and the addition of stronger assertions in DWPT and DW.","closed","","s1monw","2020-04-02T20:25:43Z","2020-04-11T10:23:47Z"
"","783","LUCENE-8914: Move compare logic to IntersectVisitor in FloatPointNearestNeighbor","This change proposes to move the logic for discarding inner modes to the IntersectVisitor. This helps taking advantage of the change introduced in LUCENE-7862.","closed","","iverase","2019-07-15T06:18:01Z","2019-07-17T12:14:22Z"
"","1431","Move DWPT private deletes out of FrozenBufferedUpdates","This change moves the deletes tracked by FrozenBufferedUpdates that are private to the DWPT and never used in a global context out of FrozenBufferedUpdates.","closed","","s1monw","2020-04-14T12:04:55Z","2020-04-14T19:37:20Z"
"","1558","LUCENE-9398: BKD tree is now read always off-heap","This change makes the BKD index to be read always off-heap.","closed","","iverase","2020-06-09T11:34:30Z","2020-06-10T06:21:48Z"
"","1451","LUCENE-9345: Separate MergeSchedulder from IndexWriter","This change extracts the methods that are used by MergeScheduler into a MergeSource interface. This allows IndexWriter to better ensure locking, hide internal methods and removes the tight coupling between the two complex classes. This will also improve future testing.","closed","","s1monw","2020-04-23T10:25:02Z","2020-04-24T13:05:31Z"
"","1538","LUCENE-9368: Use readLELongs to read docIds on BKD leaf nodes","This change changes the way we read docIds from the index using readLELongs so we can read most of the docs in one batch into a temporary array. This allows the compiler to run more efficient loops as well as we are copying information between two arrays.  In addition we add two need encoding paths for int8 and int16.","closed","","iverase","2020-05-27T09:58:45Z","2022-02-04T14:17:57Z"
"","1585","LUCENE-8962: Allow waiting for all merges in a merge spec","This change adds infrastructure to allow straight forward waiting on one or more merges or an entire merge specification. This is a basis for LUCENE-8962.","closed","","s1monw","2020-06-16T20:23:25Z","2020-06-17T20:48:19Z"
"","977","SOLR-10751: Don't replicate index when the master version is 0","This also fixes SOLR-11094","open","","tflobbe","2019-10-25T22:49:12Z","2019-11-14T23:43:29Z"
"","1241","Gradle util","This adds the generation targets for util/packed and util/automaton.  Interestingly, for whatever reason my local Python doesn't do anything weird like it did when regenerating the html entities, the generated code is identical.  One thing I'd like to draw attention to is that I had to change createLevAutomata.py to path to the new place moman is downloaded to.  I'll merge upstream sometime over the weekend probably barring objections.  I think this finishes off the regeneration work, so I'll close LUCENE-9134 after merging.","closed","","ErickErickson","2020-02-05T14:06:21Z","2020-02-10T13:21:53Z"
"","1248","LUCENE-9134: Port ant-regenerate tasks to Gradle build","This adds the generation targets for util/packed and util/automaton.  For whatever reason my local Python doesn't do anything weird like it did when regenerating the html entities, the generated code is identical.  One thing I'd like to draw attention to is that I had to change createLevAutomata.py to path to the new place moman is downloaded to.  I'll merge upstream in the next day or two barring objections.  I think this finishes off the regeneration work, so I'll close LUCENE-9134 after merging.","closed","","ErickErickson","2020-02-10T13:24:44Z","2020-02-11T15:14:56Z"
"","1284","LUCENE-9247: Add tests for `checkIntegrity`.","This adds a test to `BaseIndexFileFormatTestCase` that the combination of opening a reader and calling `checkIntegrity` on it reads all bytes of all files (including index headers and footers). This would help detect most cases when `checkIntegrity` is not implemented correctly.","closed","","jpountz","2020-02-24T15:40:39Z","2020-02-28T13:20:01Z"
"","705","LUCENE-8842: add a pull request template","This adds a template for pull requests to the top level of the project.  I'm not sure if the commented out section at the top that explains how to create an issue would appear to users, I was never able to find out from other examples I looked at. If it does not, we could modify the template to make some variation of that text appear to users and they could delete it (although it's likely some would not...probably not the end of the world).","closed","","ctargett","2019-06-07T18:56:08Z","2020-10-20T01:51:47Z"
"","1245","LUCENE-9146: Create gradle precommit action","This adds a gradle precommit action w/ Java11 for all branches.","closed","","anshumg","2020-02-07T22:07:27Z","2020-02-09T17:32:12Z"
"","1139","SOLR-14164: Remove Solr's FunctionRangeQuery & ValueSourceRangeFilter.","These are redundant with Lucene's FunctionRangeQuery.  https://issues.apache.org/jira/browse/SOLR-14164","closed","","dsmiley","2020-01-03T20:55:08Z","2021-05-02T00:21:13Z"
