"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1","SOLR-8573: Implement ConnectionImpl,StatementImpl,ResultSetImpl clear…","…Warnings and getWarnings","closed","","joel-bernstein","2016-01-24T03:03:41Z","2016-01-24T03:45:02Z"
"","352","SOLR-12192 deal with ulimit being unlimited","I noticed: ``` solr@fd8031538f4b:/opt/solr$  ulimit -u unlimited  solr@fd8031538f4b:/opt/solr$  bin/solr /opt/solr/bin/solr: line 1452: [: unlimited: integer expression expected ```  The solr start script should check for ""unlimited"".","closed","","makuk66","2018-04-05T21:57:39Z","2019-01-19T00:59:19Z"
"","440","Lucene 6989 v2","I have made a mistake.please close it","closed","","firewolf2010","2018-08-23T08:38:00Z","2020-11-10T18:20:11Z"
"","238","LUCENE-7940: Bengali Analyzer for Lucene","I have followed the code structure of `lucene/analysis/common/src/java/org/apache/lucene/analysis/hi`.  An issue(https://issues.apache.org/jira/browse/LUCENE-7940) was created in JIRA of apache.org.","closed","","sunkuet02","2017-08-24T12:14:09Z","2017-09-05T22:50:07Z"
"","639","Solve the problem of highlighting Chinese inaccurately.","I found a bug. When I am highlighting Chinese, extra phrases are highlighted.  I solved it according to my understanding.  I added a test case to simulate the problem when highlighting Chinese text.","open","missing Jira,","mengbin16","2019-04-10T11:16:38Z","2020-03-06T11:15:13Z"
"","278","SOLR-11508: core.properties should be stored $solr.data.home/core_name","I ended up simply defaulting coreRootDirectory to solr.data.home, if it is defined, and solr.home.home otherwise.    Both values seem somewhat redundant but comments in SOLR-6671 indicate that others have reasons to keep them separate. This patch simply makes Solr behave in a way that is more intuitive by default.   Those who need to revert to the old way can define coreRootDirectory in solr.xml, if they hadn't already.","closed","","morissm","2017-11-29T17:16:56Z","2017-12-04T01:11:16Z"
"","265","Lucene 7804","i do have an icla signed already.  adding support for point fields based on Alan Woodwards patch","closed","","shawnfeldman","2017-10-24T16:15:52Z","2017-10-24T19:58:52Z"
"","147","SOLR-8146 decouple building url list from CloudSolrClient to separate class for…","I am suggesting to decouple building the url list from CloudSolrClient.sendRequest(..) to a separate class.  The advantage will be the ability to easily write unit test for building the url list part and as we implement more routingRules for querying like query only the same rack replica's / OR query replica's where mem/cpu/disk utilisation is below a threshold can be easily unit tested etc.  I can add more tests if approach looks good. Please review.","closed","","susheelks","2017-01-28T13:44:52Z","2020-07-15T00:55:34Z"
"","359","LUCENE-8265: WordDelimiter*Filter ignores keywords","I added the checks for isKeyword(), a couple of simple unit tests to verify the new behavior, and also removed a bunch of @Test annotations by the by.","closed","","msokolov","2018-04-22T21:10:50Z","2019-01-19T00:47:47Z"
"","547","SOLR-13161: Admin UI - drag/drop replicas","https://issues.apache.org/jira/projects/SOLR/issues/SOLR-13161  drag/drop replica move implemented","open","","jdbranham","2019-01-22T15:20:19Z","2019-02-25T13:46:38Z"
"","112","Allow an encrypted password to be used in a variable.","https://issues.apache.org/jira/browse/SOLR-9725","closed","","jamiejackson","2016-11-10T22:28:52Z","2019-06-10T20:41:21Z"
"","77","[SOLR-9127] XlsxResponseWriter","https://issues.apache.org/jira/browse/SOLR-9127  New response writer and test case (TextXLSXResponseWriter)  passes ant precommit all work squashed into one commit for easy perusal","closed","","desultir","2016-09-06T05:40:49Z","2019-01-18T22:10:20Z"
"","59","SOLR-9127: XLSXResponseWriter","https://issues.apache.org/jira/browse/SOLR-9127  New response writer and test case (TextXLSXResponseWriter)  passes ant precommit","closed","","desultir","2016-08-01T05:27:22Z","2016-09-06T05:36:34Z"
"","47","SOLR-8858 SolrIndexSearcher#doc() Completely Ignores Field Filters Unless Lazy Field Loading is Enabled","https://issues.apache.org/jira/browse/SOLR-8858","closed","","maedhroz","2016-06-29T19:35:32Z","2016-07-07T07:53:09Z"
"","545","SOLR-13157: Convert Unicode double quotes to standard quotes","https://issues.apache.org/jira/browse/SOLR-13157  Updated the dismax parser to find any Unicode double quotes and replace them with a standard double quotes.","closed","","jnyryan","2019-01-21T15:25:04Z","2019-07-11T12:49:54Z"
"","402","SOLR-12477 - Return server error(500) for AlreadyClosedException instead of client Errors(400)","https://issues.apache.org/jira/browse/SOLR-12477  In some cases(for example: corrupt index), addDoc0 throws AlreadyClosedException, but solr server returns client error 400 to client  This will confuse customers and especially monitoring tool.","closed","","jefferyyuan","2018-06-11T20:24:30Z","2018-07-31T21:50:38Z"
"","321","SOLR-11932 Retry ZkOperation on SessionExpired","https://issues.apache.org/jira/browse/SOLR-11932  We are seeing situations where an operation, such as changing a replica's state to active after a recovery, fails because the zk session has expired.  However, these operations seem like they are retryable, because the ZookeeperConnect receives an event that the session expired and tries to reconnect.  That makes the SessionExpired handling scenario seem very similar to the ConnectionLoss handling scenario, so the ZkCmdExecutor seems like it could handle them in the same way.","open","","slackhappy","2018-02-06T04:12:42Z","2018-02-06T04:21:04Z"
"","232","SOLR-11231 Guard against unset fields when performing language detection","https://issues.apache.org/jira/browse/SOLR-11231","closed","","cbeer","2017-08-12T18:37:38Z","2019-09-05T15:59:58Z"
"","169","Add status return for replication SOLR-10249","https://issues.apache.org/jira/browse/SOLR-10249","closed","","millerjeff0","2017-03-17T23:00:42Z","2019-01-18T23:30:11Z"
"","167","LUCENE-7744","https://issues.apache.org/jira/browse/LUCENE-7744","closed","","xabbu42","2017-03-13T13:25:48Z","2017-11-13T12:13:16Z"
"","480","LUCENE-8535: Drop out of the box Block-Join highlight support","Highlighter doesn't support ToParent and ToChildBlockJoinQuery out of the box anymore. In oder to highlight on Block-Join Queries a custom WeightedSpanTermExtractor should be used.","closed","","s1monw","2018-10-18T08:17:46Z","2018-10-18T12:57:50Z"
"","530","Branch 7 4 : IndexOutOfBoundsException randomly appearing while indexing","Hi,  First of all sorry if it is not the right place to write the issue I am encountering. I saw other people where having the same problem on StackOverflow (https://stackoverflow.com/questions/52783491/solr-indexing-error-possible-analysis-error) although there was no solution provided so far. Anyway feel free to reroute my pull request.  So while indexing documents with SOLR 7.4 the following exception appears randomly. It is very annoying because I cannot reproduce it on my machine and I don't have access to customer's data. All I know is that it can appear on pdf, xls, or eml documents. It looks like the issues stems from FlattenGraphFilter class and specifically _restoreState(inputNode.tokens.get(inputNode.nextOut))_  The stack trace shows :    Caused by: java.lang.IndexOutOfBoundsException: Index: 1, Size: 1 	at java.util.ArrayList.rangeCheck(ArrayList.java:657) 	at java.util.ArrayList.get(ArrayList.java:433) 	at org.apache.lucene.analysis.core.FlattenGraphFilter.releaseBufferedToken(FlattenGraphFilter.java:204) 	at org.apache.lucene.analysis.core.FlattenGraphFilter.incrementToken(FlattenGraphFilter.java:258) 	at org.apache.lucene.index.DefaultIndexingChain$PerField.invert(DefaultIndexingChain.java:738) 	at org.apache.lucene.index.DefaultIndexingChain.processField(DefaultIndexingChain.java:428) 	at org.apache.lucene.index.DefaultIndexingChain.processDocument(DefaultIndexingChain.java:392) 	at org.apache.lucene.index.DocumentsWriterPerThread.updateDocument(DocumentsWriterPerThread.java:251) 	at org.apache.lucene.index.DocumentsWriter.updateDocument(DocumentsWriter.java:494) 	at org.apache.lucene.index.IndexWriter.updateDocument(IndexWriter.java:1602) 	at org.apache.lucene.index.IndexWriter.updateDocument(IndexWriter.java:1594) 	at org.apache.solr.update.DirectUpdateHandler2.updateDocument(DirectUpdateHandler2.java:982) 	at org.apache.solr.update.DirectUpdateHandler2.updateDocOrDocValues(DirectUpdateHandler2.java:971) 	at org.apache.solr.update.DirectUpdateHandler2.doNormalUpdate(DirectUpdateHandler2.java:348) 	at org.apache.solr.update.DirectUpdateHandler2.addDoc0(DirectUpdateHandler2.java:284) 	at org.apache.solr.update.DirectUpdateHandler2.addDoc(DirectUpdateHandler2.java:234)  If more info is needed I would be delighted to provide it as long as I have it (eg documents are customer confidentials so I don't have access to them).  Kind regards","closed","","IntraCherche","2018-12-26T14:49:12Z","2018-12-29T02:35:04Z"
"","427","Fixed Spelling.","Hi there,  I wrote this bot based on the top 10 most misspelled english words. (https://blog.oxforddictionaries.com/2016/08/02/corpus-misspellings/) The bot queries, forks, clones, fixes and commits but I manually create the PRs. All the best, Jimmy","closed","","jimmycasey","2018-07-30T14:09:48Z","2019-01-20T19:50:17Z"
"","288","LUCENE-8086","Here are the changes, in particular:  - Geo3dFactory: Use GeoExactCircle for non-spherical planets. - Geo3dCircleShape: Remove method relate. - Geo3DShape: Use new factory method for building GeoBbox from bounds object. - Geo3dDistanceCalculator: use pointonbearing from planet model. - Test refactoring","closed","","iverase","2017-12-08T15:39:01Z","2018-01-10T12:02:08Z"
"","274","[LUCENE-8028] Arabic light stemmer - stemmer enhancement","Hello, this PR is to add Enhancement for Arabic Stemmer #https://issues.apache.org/jira/browse/LUCENE-8028","open","","Ashamandi","2017-11-15T12:59:16Z","2018-01-12T13:27:52Z"
"","188","Jira/solr 6203","Hello, Christine.  I merged from master through commit 00f0c3022baa0b7 to my fork of the jira/solr-6203 branch, resolved a conflict in TopGroupsFieldCommand.java, and committed.  All unit tests pass, including the ones I added to test the fix which is the subject of this Jira.","closed","","jitka18","2017-04-16T17:20:41Z","2017-04-16T17:34:16Z"
"","189","Jira/solr 6203","Hello, Christine.  I merged from master though commit 00f0c30 to my fork of the jira/solr-6203 branch, resolved a conflict in TopGroupsFieldCommand.java, and committed.  Unit tests all pass, including those added in previous commits to test the fix of the bug which is the subject of this jira. I closed the previous pull request because I thought it was interfering with my attempt to create this one. Judith","closed","","jitka18","2017-04-16T17:41:45Z","2019-05-16T07:20:03Z"
"","39","[SOLR-9105] Fix some typos in solr core module","Hello, I wanted to fix one typo that I've found while reading the code, then I decided to fix some more and that escalated a bit...","closed","","krasinski","2016-05-11T17:03:52Z","2016-05-11T19:25:42Z"
"","248","LUCENE-7971: Fix invalid javadoc example in SpellChecker","Hello Lucene team.  This pull request is to address [LUCENE-7971](https://issues.apache.org/jira/browse/LUCENE-7971) bug from JIRA.  It is a fix for invalid example in ```SpellChecker``` javadoc. Index dictionary can be done by invoking ```checker.indexDictionary(dictionary, config, true)``` but in javadoc example the ```checker.indexDictionary(dictionary)``` method is used instead, which is wrong, because such method does not exist.","open","","sarxos","2017-09-16T12:07:25Z","2017-09-16T20:50:12Z"
"","154","SOLR-10081: Web UI (GenerateTrainingData ) for LTR plugin","Hello ,  https://issues.apache.org/jira/browse/SOLR-10081 This is a New Feature for LTR plugin. It will help you to generate the training data (HUMAN_JUDGEMENT) by using score between 0-4. Live demo http://ltr.qfdk.me gitrepo https://github.com/qfdk/GenTrainingDataSolr Thank you.","open","","qfdk","2017-01-31T21:45:33Z","2017-02-19T00:02:06Z"
"","396","SOLR-12452","Hadoop 2.7.4 libraries have some serious security issues therefore they should be updated to the newest ones","closed","","diegomaradona21","2018-06-06T13:48:19Z","2019-02-02T17:01:40Z"
"","662","SOLR-12584: Describe getting Prometheus metrics from a secure Solr","Getting the Solr-Prometheus-Exporter to work with a secure Solr is possible, but not straight-forward. This pull request extends the documentation to show how it can be done.","closed","","sbillet","2019-05-03T21:07:50Z","2019-05-20T08:54:07Z"
"","351","SOLR-9640 Support PKI authentication in standalone mode","Generating PR for easier review","closed","","janhoy","2018-04-04T11:01:40Z","2022-05-18T11:25:51Z"
"","458","SOLR-12799: Allow Authentication Plugins to intercept internode requests on a per-request basis","Framework support for per-request decision on whether to secure inter-node requests","closed","","janhoy","2018-09-24T09:55:21Z","2018-12-20T14:33:01Z"
"","651","LUCENE-8774: Performance improvement for update?optimize=true","For our use case we have a small number of documents with a large number of docValues.  During optimize we noticed a lot of time being spent in the FilterFieldInfos constructor, on the filterFields.contains(...) function.    The small change from an ArrayList to a LinkedHashSet reduced our optimize time from 60min to < 1min.  This was added to branch 7_2 as that's the version we're still using, but the issue is still present in master: https://github.com/apache/lucene-solr/blob/master/lucene/core/src/java/org/apache/lucene/codecs/perfield/PerFieldDocValuesFormat.java#L142","closed","","johann-beessip","2019-04-18T20:28:44Z","2019-06-14T11:41:47Z"
"","201","Allocate ArrayList with exact size","For more than 10 terms in a phrase (the default size of an array list), this may save reallocations, and for fewer terms it may save a little bit of memory.","open","","kno10","2017-05-15T09:07:42Z","2017-05-15T09:07:42Z"
"","383","LUCENE-8287: In ContextQuery, use a more comprehensive check for an empty prefix automaton","Follow-up to https://github.com/apache/lucene-solr/pull/375.","closed","","jtibshirani","2018-05-25T20:06:11Z","2021-01-02T04:40:00Z"
"","456","Corrected equals method of QueryValueSource","Fixes the comparison of an extended class of QueryValueSource","closed","","rozuur","2018-09-17T14:42:53Z","2018-09-27T05:16:24Z"
"","277","SOLR-11690: DIH JdbcDataSource - Problem decoding encrypted password using encryptKeyFile","Fixes problem in decrypting jdbc datasource password","closed","","rajeshrmgm","2017-11-28T08:33:33Z","2019-01-19T00:07:46Z"
"","366","[LUCENE-7820] Fixes compile issue of html demo source code","Fixes https://issues.apache.org/jira/browse/LUCENE-7820","open","","soneyworld","2018-04-29T12:47:56Z","2018-04-29T12:50:39Z"
"","346","SOLR-12162: Fixes typo in CorePropertiesLocator","Fixes a simple typo in the CorePropertiesLocator  https://issues.apache.org/jira/browse/SOLR-12162","closed","","rzwiefel","2018-03-29T16:48:07Z","2019-01-19T00:39:14Z"
"","63","SOLR-9232: Fixed Core Swap implementation","Fixed: - Incorrect non-scoped variable use that hid the message and shadowed the root case - Fixed incorrect branch condition - Fixed missing request parameter to actually trigger the SWAP command  Tested on Chrome and Firefox on mac against latest master.","closed","","arafalov","2016-08-04T03:06:24Z","2016-08-12T13:34:00Z"
"","542","LuceneLevenshteinDistance computes distance values outside of interval [0, 1]","fixed two bugs in LuceneLevenshteinDistance's getDistance method that leads to **negative distance values** if luc-lev-dist(s1, s2) > min(s1.length, s2.length).  For example, s1 = `a` and s2 = `bb` result in luc-lev-dist(s1, s2) = -1.  created unit tests","open","missing Jira,","saschaszott","2019-01-18T12:00:03Z","2019-01-22T23:05:31Z"
"","284","[LUCENE-8051] Typo in LevensHtein distance","Fixed a type: ""Looking into an issue in elasticsearch I notices that the Levenshtein distance in lucene is called LevensteinDistance instead of LevenshteinDistance. The algorithm name contains an H and in the rest of the code the Levenshtein name is spelled correctly with an H.""","closed","","imgpulak","2017-12-06T06:01:20Z","2017-12-06T16:31:59Z"
"","54","SOLR-8911: Angular Admin UI: Fix cut-off overflow strings on dashboard page","Fix too long value strings in the dashboard page (primarily versions and args sections) by adding overflow scrolling. The scrollbar appears when hovered or touched on the individual value area.  Tested on several browsers on Mac, Windows and Android. On Windows, the scrollbar makes the page jump a little bit for the args section, but is quite usable. On Mac and Android, the scrollbar is inside the area and does not cause a jump.","closed","","arafalov","2016-07-26T14:40:43Z","2016-08-13T14:31:28Z"
"","30","Ensure text field is not multiValued (SOLR-9004)","Fix the field definition to match the README descriptions.","closed","","arafalov","2016-04-17T00:48:25Z","2016-04-18T00:55:35Z"
"","431","SOLR-12602: fix SignificantTermsStream and StreamExpressionTest","fix SignificantTermsStream so StreamExpressionTest#testSignificantTermsStream passes","closed","","barrotsteindev","2018-08-03T10:27:13Z","2018-08-03T10:38:15Z"
"","488","Fix for wrong Tika versions of Solr at CHANGES.txt","Fix for wrong Tika versions for 6.6.5, 6.6.4 and 6.6.3 versions of Solr at CHANGES.txt","closed","","kamaci","2018-11-03T16:13:44Z","2019-02-20T11:44:32Z"
"","408","Reproduces and fixes LUCENE-8365","Fix for an ArrayIndexOutOfBoundsException in UnifiedHighlighter","closed","","morissm","2018-06-20T02:46:14Z","2018-06-20T14:51:56Z"
"","309","Update ZkConfigManager.java","fix copyConfigDir(String fromConfig, String toConfig) When i call copyConfigDir(String fromConfig, String toConfig),the 'CONFIGS_ZKNODE + ""/""' will be appended to parameter twice.Once in copyConfigDir(String fromConfig, String toConfig),once in copyConfigDir(String fromConfig, String toConfig, Set copiedToZkPaths). Then the 'fromZkPath' will become likes this:""/configs//configs/conf0"",which cause a ""empty node name"" exception","open","","yshhuang","2018-01-19T06:20:53Z","2018-01-19T06:20:53Z"
"","343","SOLR-12121: JWT Token authentication plugin","First version. Still some TODO and NOCOMMIT. Lacks some end-to-end tests etc.","closed","","janhoy","2018-03-23T16:36:11Z","2019-04-04T14:54:46Z"
"","353","SOLR-12194: Deprecate SolrRequest#setBasicAuthCredentials","First step Still need to modify `BasicAuthIntegrationTest` and document in ref-guide, but that could also be done in separate issues.","closed","","janhoy","2018-04-06T11:35:26Z","2019-01-16T10:39:25Z"
"","457","SOLR-12791: Add Metrics reporting for AuthenticationPlugin","First partial patch","closed","","janhoy","2018-09-20T19:59:20Z","2018-12-12T11:28:25Z"
"","600","SOLR-13244: Nodes view fails when a node is temporarily down","First fix. * Do not request metrics from dead nodes * Display dead nodes with red background in table * Fetch host-level metrics from first live node on host  Still needs CHANGES entry","closed","","janhoy","2019-03-08T16:37:20Z","2019-03-15T12:31:56Z"
"","328","SOLR-12034","First draft of SOLR-12034 -- not ready for committing. Some non-flaky tests are now failing.","closed","","tballison","2018-02-26T16:29:31Z","2018-10-02T14:55:56Z"
"","82","First draft of LUCENE-5317","First draft of LUCENE-5317","open","","tballison","2016-09-23T19:21:57Z","2019-11-24T18:15:39Z"
"","465","SOLR-7896: Add a login page to Admin UI, with initial support for Basic Auth","First cut for basic auth","closed","","janhoy","2018-10-09T13:41:23Z","2018-12-12T10:21:49Z"
"","525","LUCENE-8585: Index-time jump-tables for DocValues","First complete attempt of LUCENE-8585, with all jump-tables at index-time and with the not-used-anymore lucene70 codec classes moved to backward-codecs.","closed","","tokee","2018-12-12T14:43:48Z","2019-01-21T08:34:15Z"
"","15","SOLR-8754 add tests for org.apache.solr.util.hll.NumberUtilTest","First commit and first contribution, I haven't created any Jira ticket.  I create a test class for an uncovered class I found using the test coverage report.","closed","","bvanalderweireldt","2016-02-27T05:46:03Z","2019-06-13T10:57:14Z"
"","619","LUCENE-8735: Avoid FileAlreadyExistsException on windows.","FilterDirectory.getPendingDeletions() did not delegate the call, which resulted in a new IndexWriter on same directory not considering pending delete files. This could in turn result in a FileAlreadyExistsException when running windows.","closed","","henningandersen","2019-03-25T13:21:47Z","2019-03-26T13:56:57Z"
"","453","LUCENE-8502: Allow access to delegate in FilterCodecReader","FilterCodecReader doesn't allow access to it's delegate like other filter readers. This adds a new getDelegate method to access the wrapped reader.","closed","","s1monw","2018-09-17T08:24:07Z","2018-09-17T09:17:31Z"
"","454","LUCENE-8503: Call #getDelegate instead of direct member access during unwrap","Filter*Reader instances access the member or the delegate directly instead of calling getDelegate(). In order to track access of the delegate these methods should call #getDelegat()","closed","","s1monw","2018-09-17T09:17:43Z","2018-09-17T14:07:16Z"
"","320","LUCENE-8033: FieldInfos always use dense encoding","FieldInfos always to use an array to store FieldInfo byNumber","closed","","mayya-sharipova","2018-02-03T01:45:28Z","2018-02-13T11:42:47Z"
"","625","Ravn 1578","feedback needed please","closed","","craigmamakin","2019-03-28T14:11:40Z","2019-03-28T14:20:57Z"
"","434","Add example schema settings for Korean analyzer.","Example schema settings for `KoreanTokenizerFactory`, `KoreanPartOfSpeechStopFilterFactory`, `KoreanReadingFormFilterFactory`.","closed","","mocobeta","2018-08-10T12:56:54Z","2019-11-10T10:16:14Z"
"","239","Make FacetField.TYPE public","Everything else in the class is public, and all the other Field.TYPE constants are public. I want to use this in a field factory class.","closed","","msokolov","2017-08-24T18:49:19Z","2017-08-27T13:17:06Z"
"","494","ant compile error","error info: ``` [ivy:retrieve] [ivy:retrieve] :: problems summary :: [ivy:retrieve] :::: WARNINGS [ivy:retrieve]          :::::::::::::::::::::::::::::::::::::::::::::: [ivy:retrieve]          ::          UNRESOLVED DEPENDENCIES         :: [ivy:retrieve]          :::::::::::::::::::::::::::::::::::::::::::::: [ivy:retrieve]          :: org.restlet.jee#org.restlet;2.3.0: configuration not found in org.restlet.jee#org.restlet;2.3.0: 'master'. It was required from org.apache.solr#core;working@BK_4B88D29C compile [ivy:retrieve]          :: org.restlet.jee#org.restlet.ext.servlet;2.3.0: configuration not found in org.restlet.jee#org.restlet.ext.servlet;2.3.0: 'master'. It was required from org.apache.solr#core;working@BK_4B88D29C compile [ivy:retrieve]          :::::::::::::::::::::::::::::::::::::::::::::: ```","closed","","cqvip-jq","2018-11-06T08:34:16Z","2018-11-22T13:30:32Z"
"","664","LUCENE-8785: Ensure threadstates are locked before iterating","Ensure new threadstates are locked before retrieving the number of active threadstates. This causes assertion errors and potentially broken field attributes in the IndexWriter when IndexWriter#deleteAll is called while actively indexing.","closed","","s1monw","2019-05-07T07:56:03Z","2019-05-08T09:19:22Z"
"","420","[Lucene-2562] Make Luke a Lucene/Solr Module","Draft pull request for LUCENE-2562.  It is based on mavenized Luke (slightly adjusted to current master branch, ant scripts and lucene test framework.) https://github.com/DmitryKey/luke","closed","","mocobeta","2018-07-15T05:08:24Z","2019-11-10T10:16:48Z"
"","53","[SOLR-9341] GC logs go to SOLR_LOGS_DIR on Windows","Don't override the SOLR_LOGS_DIR environment variable when it has already been set.  This brings the windows behaviour in line with the bash script.","closed","","afscrome","2016-07-26T12:45:41Z","2016-10-18T17:33:27Z"
"","329","SOLR-12035","don't forget to copy charfilters into nostopanalyzer","closed","","tballison","2018-02-26T18:15:02Z","2018-03-28T04:39:30Z"
"","521","LUCENE-8598: Improve field updates packed values","DocValuesFieldUpdats are using compact settings for packet ints that causes dramatic slowdowns when the updates are finished and sorted. Moving to the default accepted overhead ratio yields up to 4x improvements in applying updates. This change also improves the packing of numeric values since we know the value range in advance and can choose a different packing scheme in such a case. Overall this change yields a good performance improvement since 99% of the times of applying DV field updates are spend in the sort method which essentially makes applying the updates 4x faster.","closed","","s1monw","2018-12-09T18:19:59Z","2018-12-10T17:09:53Z"
"","398","Lucene 8343 data type migration","Different approach, data type migration to fix the bugs  :    1) Weight for the Document dictionary moved to Long from long 2) Suggestion score moved to double from long","closed","","alessandrobenedetti","2018-06-08T15:02:06Z","2019-01-19T01:28:08Z"
"","568","SOLR-13231|SOLR-12708: CREATE collection request doesn't fail or cleanup when the request fails","Detailed description in SOLR-13231 and SOLR-12708","closed","","tflobbe","2019-02-07T19:25:13Z","2019-02-20T21:24:53Z"
"","279","SOLR-11711: Fixed minCount bug in distributed field and pivot facets.","Deprecated the FACET_DISTRIB_MCO option, since the behavior is now built in.","closed","","HoustonPutman","2017-11-30T21:30:50Z","2021-10-09T15:17:15Z"
"","70","SOLR-9319 - DELETEREPLICA should be able to accept just count and remove replicas intelligently","DELETEREPLICA should be able to accept just count and remove replicas intelligently SOLR-9319  Added a test in async mode.","closed","","nitingithub","2016-08-23T02:45:48Z","2016-08-25T22:04:09Z"
"","61","SOLR-9003: Fix various UI/DIH debug features","Debug flag now sets the flag and displays the response Configuration debug-mode now actually sends changed configuration Enabling configuration debug-mode also turns on Debug mode flag  This has been tested on Mac with Chrome and Firefox against DIH DB example.","closed","","arafalov","2016-08-03T15:31:47Z","2016-08-10T11:55:43Z"
"","529","LUCENE-8617: Use SimpleFSDirectory on non-default FS","Currently we use MMapDirectory on a non-default file system on Unix. This will almost always fail as only the default file system can provide mmap().  Switch to SimpleFSDirectory instead for non-default file systems independent of the operating system.","closed","","marschall","2018-12-20T15:20:33Z","2020-02-17T11:25:37Z"
"","391","[LUCENE-8343] introduced weight 0 check and positional coefficient scaling","Currently the BlendedInfixSuggester return a (long) score to rank the suggestions. This score is calculated as a multiplication between : long Weight : the suggestion weight, coming from a document field, it can be any long value ( including 1, 0,.. ) double Coefficient : 0<=x<=1, calculated based on the position match, earlier the better The resulting score is a long, which means that at the moment, any weight<10 can bring inconsistencies. Edge cases  Weight =1 Score = 1( if we have a match at the beginning of the suggestion) or 0 ( for any other match) Weight =0 Score = 0 ( independently of the position match coefficient)","closed","","alessandrobenedetti","2018-06-01T11:54:11Z","2018-09-11T17:33:21Z"
"","322","SOLR-11976 - fix bug in TokenizerChain","Currently overwrites tokenfilters rather than chaining.","closed","","tballison","2018-02-12T21:11:54Z","2019-01-19T00:31:48Z"
"","296","SOLR-11804: Test RankQuery in distributed mode","Currently `RankQuery` is not tested in distributed mode. I added a few tests in `TestDistributedSearch` to check that it works properly.","open","","diegoceccarelli","2017-12-29T13:52:39Z","2017-12-29T13:52:39Z"
"","104","SOLR-8593 - WIP","Creating this PR just so I can leave a few comments.  Relates to https://issues.apache.org/jira/browse/SOLR-8593","closed","","risdenk","2016-10-28T06:09:46Z","2019-05-16T07:29:51Z"
"","246","LUCENE-7951: New wrapper classes for Geo3d","Create a pull request for LUCENE-7951","closed","","iverase","2017-09-07T08:10:04Z","2020-02-07T20:15:54Z"
"","57","SOLR-8645: managed-schema is XML type","Cover the special case of no-extension known-name file.  It was already done in the Files view, but missed in the Cloud/Tree one.","closed","","arafalov","2016-07-28T01:46:15Z","2016-07-28T22:07:09Z"
"","632","LUCENE-8752: Add a Kuromoji dictionary entry for Japanese new era 令和(Reiwa)","Corresponding Lucene issue: https://issues.apache.org/jira/browse/LUCENE-8752  As of May 1st, 2019, Japanese era '元号' (Gengo) will be set to '令和' (Reiwa).   Currently '令和' is splitted up to '令' and '和' by `JapaneseTokenizer`. It should be tokenized as one word so that Japanese texts including era names are searched as users expect.  Because the default Kuromoji dictionary (mecab-ipadic) is not maintained since 2007, this applies a patch to the source CSV file before building the dictionary.","closed","","mocobeta","2019-04-03T10:04:59Z","2019-04-13T13:20:51Z"
"","634","Correcting the sentence.","Correcting the sentence.","closed","","khansuhel","2019-04-04T11:06:41Z","2019-04-04T12:19:24Z"
"","216","Upgrade master to 8 for the 7.0 release","Commits for upgrading master to 8. The commits here remove a bunch of back-combat support that is no longer required.","closed","","anshumg","2017-07-03T15:30:20Z","2017-07-03T19:14:25Z"
"","331","SOLR-11722 combine api","combines CREATEROUTEDALIAS with CREATEALIAS including documentation and an additional unit test","closed","","nsoft","2018-03-04T16:58:44Z","2019-01-19T00:31:04Z"
"","196","SOLR-10233: Add support for different replica types","Code is not done yet (although getting close). Opening the PR to make it easier to review.","closed","","tflobbe","2017-04-28T22:59:58Z","2019-05-16T07:27:26Z"
"","399","fix explicit type declaration","Cleaned up explicit type declaration","open","","nvnmandadhi","2018-06-09T01:49:47Z","2018-06-09T18:52:52Z"
"","211","LUCENE-7870: Use cl.loadClass(...) instead of Class.forName(..., cl)","Class.forName(..., cl) causes SPIClassIterator to ""lock in"" the initiating class loader, preventing a thread's context class loader from loading different classes at different points in time.","closed","","sewe","2017-06-08T12:05:52Z","2019-01-18T23:40:47Z"
"","177","Jira/solr 6203","Christine, I created a fork of the repo and updated our branch from master last weekend.  There were conflicts in SearchGroupsResultTransformer.java, which I resolved.  After that I committed the update to DistributedQueryComponentCustomSortTest.java which was the subject of my most recent patch.  I ran 'ant clean compile' and all tests passed.  Judith","closed","","jitka18","2017-03-29T03:13:05Z","2017-04-16T17:38:15Z"
"","332","LUCENE-8186","check for multitermaware tokenizer in CustomAnalyzer's normalize().","closed","","tballison","2018-03-05T19:31:46Z","2018-03-05T19:33:19Z"
"","578","LUCENE-8699: Use fixed byte array in HeapPointWriter","Changes in this PR:  * HeapPointWriter to use a byte array to hold the dimension points. * Common prefix and histogram are computed in the same pass. * Added a method to point writer to write values from a ByteRef that contains point dimensions and document id.  * Move sorting method from BKDWriter to BKDRadixSelector.","closed","","iverase","2019-02-19T08:46:53Z","2019-02-20T13:07:59Z"
"","310","SOLR-11617","Changes as mentioned in Jira comment, plus rather than decide I provided an option for the user to enable whitespace values. By default this is off and whitespace values are treated as null, but if the user really wants to set a value to 3 spaces they can by passing allowWhitespaceValues=true. I'm fairly set against pure whitespace keys unless someone can supply up with a good reason for that.","closed","","fsparv","2018-01-24T04:04:07Z","2019-01-19T00:28:49Z"
"","46","Variables in dataimport config doesn't resolve","Changed the place of resolving variables. Now it is resolving before using variables.  Bug was found by setting password and encryptKeyFile for dataSource by variables.","closed","","sashevsky","2016-06-25T14:12:05Z","2019-01-22T16:56:02Z"
