"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","1872","Merge pull request #1 from spring-projects/master","源码同步","closed","","ganyinglong","2018-07-07T04:06:32Z","2018-07-09T13:21:22Z"
"","21657","ScriptUtils.containsSqlScriptDelimiters does not take into account escaped quotes [SPR-17120]","**[geordiecoder](https://jira.spring.io/secure/ViewProfile.jspa?name=geordiecoder)** opened **[SPR-17120](https://jira.spring.io/browse/SPR-17120?redirect=false)** and commented  `ScriptUtils#containsSqlScriptDelimiters()` does not take into account escaped quotes when looking for delimiters in the script.  The delimiter in the following example won't be found, since the method gets out of step with the literals. The result being the fallback delimiter `""\n""` being used, breaking the script (since `ScriptUtils` will attempt to execute just the first line):  ```sql INSERT INTO some_table (id, val) VALUES    (1,'this won\'t work'); ```  Edit: This happens with a MySQL database. With HSQLDB I believe you can't escape quotes in this way, but rather with a second quote, which wouldn't exhibit the problem. If `ScriptUtils` is only meant to be used with HSQLDB then apologies, and please close this!   ---  **Reference URL:** https://github.com/spring-projects/spring-framework/pull/1919  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/bdac39150f7137ab244590131d3d8b825ccc9e5d, https://github.com/spring-projects/spring-framework/commit/24ed6de6aaece130fa38e758712cedf6987212d0","closed","type: enhancement,","spring-projects-issues","2018-08-02T20:23:00Z","2018-08-17T09:42:43Z"
"","21450","CommonsPool2TargetSource release target giving error ""Returned object not currently part of this pool"" [SPR-16911]","**[Gaurav](https://jira.spring.io/secure/ViewProfile.jspa?name=gauravtyagi77)** opened **[SPR-16911](https://jira.spring.io/browse/SPR-16911?redirect=false)** and commented  After upgrading to spring 5 and replacing CommonsPoolTargetSource with CommonsPool2TargetSource when I try to fire releasetraget method it's giving error ""Returned object not currently part of this pool"" while same code was working with spring 4.1.6 and CommonsPoolTargetSource class.   ---  **Affects:** 5.0.4  **Attachments:** - [Beans.xml](https://jira.spring.io/secure/attachment/25741/Beans.xml) (_1.33 kB_) - [GenericLifeCycleProcessor.java](https://jira.spring.io/secure/attachment/25739/GenericLifeCycleProcessor.java) (_735 bytes_) - [PaymentInstructionActivationSchedulingExecutor.java](https://jira.spring.io/secure/attachment/25740/PaymentInstructionActivationSchedulingExecutor.java) (_1.55 kB_)","closed","in: core,","spring-projects-issues","2018-06-06T12:23:49Z","2019-01-12T05:18:41Z"
"","21366","Connection acquired while calling a stored procedure via JPA is not released [SPR-16826]","**[Gaurav Khandelwal](https://jira.spring.io/secure/ViewProfile.jspa?name=gaurav.khandelwal)** opened **[SPR-16826](https://jira.spring.io/browse/SPR-16826?redirect=false)** and commented  When a DB stored procedure is called via Spring JPA, connection acquired from Connection Pool is not release back after calling.     Inside Class org.springframework.orm.jpa.SharedEntityManagerCreator and method invoke()  entity manager is only closed if method name matches ""queryTerminatingMethods"" set which does not include ""execute"" method used for calling Stored Procedure.  ---  **Affects:** 4.3.17, 5.0.6  **Attachments:** - [Connection Not Closed.JPG](https://jira.spring.io/secure/attachment/25722/Connection+Not+Closed.JPG) (_102.95 kB_)  **Issue Links:** - #21652 SharedEntityManagerCreator should support deferred access to StoredProcedureQuery output parameters  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/997ca5cd3fbfc7e508324cc16beb2b49da7da852, https://github.com/spring-projects/spring-framework/commit/3978d5500db9b347ae8f7c0a3c9a1556b42de89d, https://github.com/spring-projects/spring-framework/commit/3c8c99664fcf444d72183a5bf8eec609c7706dbf  **Backported to:** [4.3.18](https://github.com/spring-projects/spring-framework/milestone/167?closed=1)","closed","type: bug,","spring-projects-issues","2018-05-15T15:07:16Z","2019-01-11T16:45:40Z"
"","21880","UnsupportedMediaTypeException Should Contain Details of the Resolvable Type [SPR-17346]","**[garyodam](https://jira.spring.io/secure/ViewProfile.jspa?name=garyodam)** opened **[SPR-17346](https://jira.spring.io/browse/SPR-17346?redirect=false)** and commented  When a HttpMessageReader can't be found to read a message in org.springframework.web.reactive.function.BodyExtractors#readWithMessageReaders an UnsupportedMediaTypeException is thrown. The UnsupportedMediaTypeException only includes content type from the input message in the exception when the canRead method used to check whether a HttpMessageReader can read the message can return false if the HttpMessageReader doesn't support the resolvable type of the message as well as its' content type.  I encountered the error message:  ```none org.springframework.web.reactive.function.UnsupportedMediaTypeException: Content type 'application/x-jackson-smile;charset=UTF-8' not supported  ```  This was misleading because the problem was nothing to do with not supporting the content type. It was because the SmileFactory that the WebClient had in its exchange strategy did not have the GuavaModule added to it. Had the error message indicated that the type that I was trying to deserialze to could be the problem as well as content type then I think it's likely I would have recognized the root cause without resorting to debugging the code to see what was happening.  I've attached a sample project. The problem should be apparent from running spring.webflux.BodyExtractorsTest or mvn test. There's some extra docs in spring.webflux.BodyExtractorsTest.  ---  **Affects:** 5.0.9  **Attachments:** - [body-extrators.zip](https://jira.spring.io/secure/attachment/26041/body-extrators.zip) (_6.08 kB_)  **Issue Links:** - #21345 Improve UnsupportedMediaTypeException and UnsupportedMediaTypeStatusException to include body type (_**""duplicates""**_)","closed","type: enhancement,","spring-projects-issues","2018-10-05T13:22:08Z","2019-01-11T14:14:51Z"
"","21852","Consider caching PayloadArgumentResolver MethodParameter parsing [SPR-17319]","**[Gary Russell](https://jira.spring.io/secure/ViewProfile.jspa?name=grussell)** opened **[SPR-17319](https://jira.spring.io/browse/SPR-17319?redirect=false)** and commented  Currently, the `validate()` method parses the parameter annotations on every call.  It should be possible to cache the results and only parse on the first call.   ---  **Affects:** 5.1 GA","open","type: enhancement,","spring-projects-issues","2018-10-01T19:12:31Z","2018-10-12T08:37:28Z"
"","21469","Javadoc for FunctionReference mentions SpEL Lambdas [SPR-16930]","**[Gary Russell](https://jira.spring.io/secure/ViewProfile.jspa?name=grussell)** opened **[SPR-16930](https://jira.spring.io/browse/SPR-16930?redirect=false)** and commented   ---  **Affects:** 4.3.17, 5.0.6  **Reference URL:** https://stackoverflow.com/questions/50797608/using-spring-el-to-set-value-as-lambda/50798960#50798960  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/78d3164543d58e6d86a283dc997214d4875bcdd2, https://github.com/spring-projects/spring-framework/commit/6df7ba2447e7b3ee3fd37dff491bfe82f893f0af, https://github.com/spring-projects/spring-framework/commit/4aafbe5a8441b892d19173569b73637483d8eea0  **Backported to:** [4.3.18](https://github.com/spring-projects/spring-framework/milestone/167?closed=1)","closed","in: core,","spring-projects-issues","2018-06-11T13:35:21Z","2018-06-12T15:44:03Z"
"","21303","Misleading error message when evaluating T operator [SPR-16762]","**[Gary Russell](https://jira.spring.io/secure/ViewProfile.jspa?name=grussell)** opened **[SPR-16762](https://jira.spring.io/browse/SPR-16762?redirect=false)** and commented  `MethodReference.findAccessorForMethod()` - when the `targetObject` is a class, the exception message says   ``` EL1031E: Problem locating method of on type class java.lang.Class ```  instead of referencing the actual type being evaluated.  ```java catch (AccessException ex) { 	throw new SpelEvaluationException(getStartPosition(), ex, 			SpelMessage.PROBLEM_LOCATING_METHOD, name, targetObject.getClass()); ```  If `targetObject` is already a class, use that instead of `getClass()`.   ---  **Affects:** 4.3.16, 5.0.5  **Reference URL:** https://stackoverflow.com/questions/49998401/spring-el-invoking-static-interface-method  **Backported to:** [4.3.17](https://github.com/spring-projects/spring-framework/milestone/166?closed=1)","closed","in: core,","spring-projects-issues","2018-04-24T14:11:19Z","2018-05-08T08:07:34Z"
"","21249","Null check needed in AnnotationUtils.getAnnotation [SPR-16708]","**[Gary Russell](https://jira.spring.io/secure/ViewProfile.jspa?name=grussell)** opened **[SPR-16708](https://jira.spring.io/browse/SPR-16708?redirect=false)** and commented  ``` 2018-04-10 16:53:57,156 DEBUG [main] [org.springframework.core.annotation.AnnotationUtils] - Failed to meta-introspect annotation interface org.springframework.beans.factory.annotation.Autowired: java.lang.NullPointerException ```  For example, when looking for `@Lazy` on `@Autowired` from `isLazy()` in `ContextAnnotationAutowireCandidateResolver`.  Perhaps check for null in the first argument to `synthesizeAnnotation` or suppress logging of NPE.  ```java public static  A getAnnotation(Annotation annotation, Class annotationType) {      if (annotationType.isInstance(annotation)) {           return synthesizeAnnotation((A) annotation);      }      Class annotatedElement = annotation.annotationType();      try {           return synthesizeAnnotation(annotatedElement.getAnnotation(annotationType), annotatedElement);      }      catch (Throwable ex) {           handleIntrospectionFailure(annotatedElement, ex);           return null;      } } ```    ---  **Affects:** 5.0.5  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/433877e5cb6230e9c3a325d596c23281872c1c0f, https://github.com/spring-projects/spring-framework/commit/da80502ea6ed4860f5bf7b668300644cdfe3bb5a","closed","in: core,","spring-projects-issues","2018-04-10T21:04:32Z","2018-05-08T08:53:24Z"
"","21448","Improve generic warnings when implementing BodyExtractor [SPR-16909]","**[GanMing](https://jira.spring.io/secure/ViewProfile.jspa?name=xyuu)** opened **[SPR-16909](https://jira.spring.io/browse/SPR-16909?redirect=false)** and commented   I was looking forward to extracting a tool class from methods such as readToMono, readToFlux, and findReader in BodyExtractors. This would improve the problem of generic warnings.   Or is there a better way?In short, it would be great to get rid of that annoying warning and make it more reliable to use.  ```java BodyExtractor>, ReactiveHttpInputMessage> bodyExtractor = (msg, context) -> { 		ResolvableType elementType = ResolvableType.forClassWithGenerics(Map.class, String.class, Object.class); 		HttpMessageReader> reader = context.messageReaders() 				.stream().filter(messageReader -> messageReader.canRead(elementType, MediaType.APPLICATION_JSON)) 				.findFirst() 				//What actually intimidates me is the following unchecked generic cast-cause warning, because it interferes with the developer's focus. 				.map(r -> (HttpMessageReader>) r) 				.orElseThrow(() -> new IllegalStateException( 						""No HttpMessageReader for \"""" + MediaType.APPLICATION_JSON_VALUE + ""\"" and \"""" + elementType + ""\"""")); 		return reader.readMono(elementType, msg, context.hints()); 	}; ```    ---  **Reference URL:** #21396","closed","type: enhancement,","spring-projects-issues","2018-06-06T01:24:24Z","2019-01-14T04:30:49Z"
"","21396","Protected methods in HttpMessageConverterExtractor and DecoderHttpMessageReader to extract MediaType [SPR-16856]","**[GanMing](https://jira.spring.io/secure/ViewProfile.jspa?name=xyuu)** opened **[SPR-16856](https://jira.spring.io/browse/SPR-16856?redirect=false)** and commented  Some server-side responses to ContentType are incorrect, but we expect to use the right way to extract data. Now I can specify a correct MediaType to extract.  Usually we may need to access many third party services. It is extremely difficult for us to ask all service providers to return ContentType to us according to the standard requirements. So we need to have a capability to specify the MediaType itself.   ---  **Affects:** 5.0.6  **Referenced from:** pull request https://github.com/spring-projects/spring-framework/pull/1834, and commits https://github.com/spring-projects/spring-framework/commit/fd946b815736408c0e9d517c82671b40d3951d0f","closed","type: task,","spring-projects-issues","2018-05-22T02:49:46Z","2019-01-13T15:33:21Z"
"","21395","Make FormHttpMessageWriter easier to extend [SPR-16855]","**[GanMing](https://jira.spring.io/secure/ViewProfile.jspa?name=xyuu)** opened **[SPR-16855](https://jira.spring.io/browse/SPR-16855?redirect=false)** and commented  I intend to use FormHttpMessageWriter on WebClient, mainly because I think the core function of FormHttpMessageWriter is serializeForm, if you declare it as private, you completely lose the possibility of inheritance. For example, if I need a function similar to the FormHttpMessageWriter, just want to add a verification signature after the Writer, then I need to completely copy the entire class, and then simply modify a line or two in the inside, these practices need to endure the exact same Code, IDEA duplicate code warning. In fact, if serializeForm is turned into protected, it will not expand the scope too much, and at the same time, it will simply avoid copying the content and make the code look more beautiful.     for example:  ```java 	class SignFormHttpMessageWriter extends FormHttpMessageWriter { 		private final Function signer;  		public SignFormHttpMessageWriter(Function signer) { 			this.signer = signer; 		}  		@Override 		protected StringBuilder serializeForm(MultiValueMap form, Charset charset) { 			return signer.apply(super.serializeForm(form, charset)); 		} 	}   		FormHttpMessageWriter writer = new SignFormHttpMessageWriter(sb->{ 			String sign = sha256(sb.toString()); 			return sb.append(""&sign="").append(sign); 		}); 		WebClient client = WebClient.builder().build(); 		MultiValueMap data = new LinkedMultiValueMap<>(); 		//fill the data ... 		client.post().body((o, c) -> 			writer.write(Mono.just(data), 					null, 					MediaType.APPLICATION_FORM_URLENCODED, 					o,c.hints()) 		); ```    ---  **Affects:** 5.0.6  **Referenced from:** pull request https://github.com/spring-projects/spring-framework/pull/1833, and commits https://github.com/spring-projects/spring-framework/commit/0b61c748f699a2d13282f8bd2ba867ae88b8ceae","closed","type: enhancement,","spring-projects-issues","2018-05-22T02:43:46Z","2018-07-26T08:09:32Z"
"","21865","Immutable object binding fails with JSON-B [SPR-17331]","**[Frank P Moley III](https://jira.spring.io/secure/ViewProfile.jspa?name=fpmoles)** opened **[SPR-17331](https://jira.spring.io/browse/SPR-17331?redirect=false)** and commented  When you create a project leveraging yasson implementation of JSON-B and try to pass a JSON payload using a POST or PUT in Spring MVC, you get:  ""Could not read JSON: Can't create instance; nested exception is javax.json.bind.JsonbException: Can't create instance"" if the object is marked to be immutable using Lombok `@Value` annotation. If you mark it as `@Data` it work fine. If you step back to Jackson using immutable it works fine.      See attached code repository example and supplied tests.      ---  **Affects:** 5.1 GA  **Reference URL:** https://github.com/fpmoles/kata-spring-immutable-jsonb","closed","status: invalid,","spring-projects-issues","2018-10-04T01:06:30Z","2019-01-12T05:18:02Z"
"","21679","More easily set the order on DefaultSimpUserRegistry [SPR-17142]","**[Filip Hrisafov](https://jira.spring.io/secure/ViewProfile.jspa?name=filiphr)** opened **[SPR-17142](https://jira.spring.io/browse/SPR-17142?redirect=false)** and commented  With #21561 a setter was added on `DefaultSimpUserRegistry`. However, it is a bit ""difficult"" to set the order. I see two ways of doing it:  * Provide a custom `WebSocketMessageBrokerConfigurationSupport` - which I don't like as I want to use the customizers * Provide a `BeanPostProcessor` - which I would also like to avoid as it seems like an overkill for calling a setter on a specific bean  ---  **Affects:** 5.1 RC1  **Issue Links:** - #21561 Add setter for order for DefaultSimpUserRegistry  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/430065c31d2c8f6cd332f87bb045e124390fc3aa","closed","type: enhancement,","spring-projects-issues","2018-08-07T17:20:12Z","2019-01-11T14:00:37Z"
"","21561","Add setter for order for DefaultSimpUserRegistry [SPR-17023]","**[Filip Hrisafov](https://jira.spring.io/secure/ViewProfile.jspa?name=filiphr)** opened **[SPR-17023](https://jira.spring.io/browse/SPR-17023?redirect=false)** and commented  Currently the `DefaultSimpUserRegistry` and `MultiServerUserRegistry` are using the `Ordered.LOWEST_PRECEDENCE`.  We have listeners that are listening on `SessionConnectedEvent` and in some of our logic we are checking the `SimpUserRegistry`. However, if our listener is triggered before the registry ones then there is no user in the registry (if this is the first connection).  I currently managed to register my listener after the registry ones. However, I am not sure that this is deterministic enough. I just annotated it with `@Order`  ---  **Affects:** 5.0.7  **Issue Links:** - #21679 More easily set the order on DefaultSimpUserRegistry","closed","type: enhancement,","spring-projects-issues","2018-07-09T15:02:17Z","2019-01-14T04:30:33Z"
"","21341","Add description for StompBrokerRelayMessageHandler [SPR-16801]","**[Filip Hrisafov](https://jira.spring.io/secure/ViewProfile.jspa?name=filiphr)** opened **[SPR-16801](https://jira.spring.io/browse/SPR-16801?redirect=false)** and commented  Currently the `StompBrokerRelayMessageHandler` uses the `relayHost` and `relayPort` in its [toString](https://github.com/spring-projects/spring-framework/blob/master/spring-messaging/src/main/java/org/springframework/messaging/simp/stomp/StompBrokerRelayMessageHandler.java#L555) method and also when connecting the ""system"" session ([here](https://github.com/spring-projects/spring-framework/blob/master/spring-messaging/src/main/java/org/springframework/messaging/simp/stomp/StompBrokerRelayMessageHandler.java#L406)).  In case no custom `TcpOperations` are provided then this is all good. However, if one needs to provide customized `TcpOperations` then the information that is logged is misleading.  Currently I misusing the `relayHost` to put my custom information (like the list of the round robin addresses). However, this is quite brittle, as it relays on the fact that I know how the internals of the `StompBrokerRelayMessageHandler` are done and the fact that those fields are not used when custom `TcpOperations` are provided.  I would propose to add a `description` to the `StompBrokerRelayMessageHandler` to allow the callers to provide customization for this information. Of course this would also require to add that to `StompBrokerRelayRegistration` in order to be able to pass it to the message handler. The description can even be a `Supplier`, which would allow to provide even more accurate information (in combination with the `ClientOptions.Builder` that can be passed to the `ReactorNettyTcpClient`)  An additional benefit of this would be in the case when a Spring Boot actuator endpoint is used where one can use the `BrokerAvailabilityEvent` to show the up / down status for STOMP. This is not yet part of Boot, but we have a custom endpoint that does this.  ---  **Issue Links:** - #17057 Spring Websockets Broker relay supporting a cluster of STOMP endpoint addresses  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/37b0ed9fcb74c42dd6a8de24834d5ac7e75392f6, https://github.com/spring-projects/spring-framework/commit/c555fef6f2782f96634f4e21cd219e468fca58fb","closed","type: enhancement,","spring-projects-issues","2018-05-09T08:43:56Z","2019-01-11T16:46:08Z"
"","21788","Typo on ServletUriComponentsBuilder javadoc comments [SPR-17255]","**[figueroaRicardo](https://jira.spring.io/secure/ViewProfile.jspa?name=figueroaricardo)** opened **[SPR-17255](https://jira.spring.io/browse/SPR-17255?redirect=false)** and commented  There is an typo in some of the javadoc comments for `ServletUriComponentsBuilder` there is reference to `ForwardedHeaderFiller` instead of `ForwardedHeaderFiller`   ---  **Affects:** 5.1 RC3  **Backported to:** [5.0.10](https://github.com/spring-projects/spring-framework/milestone/191?closed=1), [4.3.20](https://github.com/spring-projects/spring-framework/milestone/169?closed=1)","closed","type: documentation,","spring-projects-issues","2018-09-07T15:48:52Z","2018-09-21T07:52:16Z"
"","21354","Spring-jdbc 5.0.5 NamedParameterJdbcTemplate.batchUpdate ORA-01000  [SPR-16814]","**[Fedor](https://jira.spring.io/secure/ViewProfile.jspa?name=bokovikov)** opened **[SPR-16814](https://jira.spring.io/browse/SPR-16814?redirect=false)** and commented  After migrating from Spring 4.1.7 to Spring 5.0.5 we have ORA-01000: maximum open cursors exceeded when using with Oracle 12c and ojdbc7-driver.  Exception raised after following code  ```java @SuppressWarnings(""unchecked"") private void updateHiddenOffers(Map[] updateBatchParams) {  int[] updateResults = namedJdbcTemplate.batchUpdate(UPDATE_HIDDEN_OFFER_SQL, updateBatchParams); ```  The issue is very similar to #20687.   But we dont have ability to update ojdbc driver.  Is it fixed in 5.0.6 version?  ---  **Affects:** 5.0.5  **Issue Links:** - #20687 Doc: ParameterMetaData.getParameterType performance on Oracle 12c","closed","status: declined,","spring-projects-issues","2018-05-11T16:29:55Z","2019-01-14T04:31:08Z"
"","21446","DestinationVariable: handle objects, not String only [SPR-16907]","**[Eugene Ustimenko](https://jira.spring.io/secure/ViewProfile.jspa?name=eugene%20ustimenko)** opened **[SPR-16907](https://jira.spring.io/browse/SPR-16907?redirect=false)** and commented  I'd like to use `@DestinationVariable` with objects, not only with strings.  Now I should write code  ```java @SendToUser(""/queue/reply/{fleetId}"") public Simple simple(@DestinationVariable String fleetId) {} ```  But I'd like to write and process the following:  ```java @SendToUser(""/queue/reply/{message.fleetId}"") public Simple simple(@DestinationVariable(""message"") Message message) {}  class Message {     String fleetId; ... } ```  instead of this way:  ```java @Autowired  private SimpMessagingTemplate messagingTemplate;  public void simple(Message message) {     messagingTemplate.convertAndSendToUser(message.fleetId, ""/queue/reply"", message); }  class Message {  String fleetId; ... } ```    ---  **Affects:** 5.0.6","closed","in: web,","spring-projects-issues","2018-06-05T20:34:48Z","2019-01-11T15:42:04Z"
"","21586","Configuring a RestTemplate with EncodingMode.VALUES_ONLY does not encode special characters [SPR-17048]","**[Etienne Dysli Metref](https://jira.spring.io/secure/ViewProfile.jspa?name=edyslimetref)** opened **[SPR-17048](https://jira.spring.io/browse/SPR-17048?redirect=false)** and commented  Contrary to what [Spring Web's documentation](https://docs.spring.io/spring/docs/current/spring-framework-reference/web.html#web-uri-encoding) states, changing the encoding method by configuring the `DefaultUriBuilderFactory` used by `RestTemplate` with `setEncodingMode(EncodingMode.VALUES_ONLY)` does not have the expected effect. It [should](https://docs.spring.io/spring/docs/current/javadoc-api/org/springframework/web/util/DefaultUriBuilderFactory.EncodingMode.html) ""apply [UriUtils.encode(String, Charset)](https://docs.spring.io/spring/docs/current/javadoc-api/org/springframework/web/util/UriUtils.html#encode-java.lang.String-java.nio.charset.Charset-) to each URI variable value"" which in turn will ""encode all characters that are either illegal, or have any reserved meaning, anywhere within a URI, as defined in RFC 3986"". However I'm still seeing `+`, `:` or `/` in query parameter values that are not %-encoded.  The following test case fails with `java.lang.AssertionError: Request URI expected:<[https://host?parameter=%2B%3A%2F](https://host/?parameter=%2B%3A%2F)> but was:<[https://host?parameter=+:/](https://host/?parameter=+:/)>`. (executing it with dependencies org.springframework.boot:spring-boot-starter:2.0.3.RELEASE, org.springframework:spring-web:5.0.7.RELEASE, org.springframework.boot:spring-boot-starter-test:2.0.3.RELEASE)  ```java package com.example.demo.encoding;  import static org.springframework.test.web.client.match.MockRestRequestMatchers.method; import static org.springframework.test.web.client.match.MockRestRequestMatchers.requestTo; import static org.springframework.test.web.client.response.MockRestResponseCreators.withSuccess;  import java.nio.charset.StandardCharsets;  import org.junit.Test; import org.junit.runner.RunWith; import org.springframework.beans.factory.annotation.Autowired; import org.springframework.boot.test.autoconfigure.web.client.RestClientTest; import org.springframework.boot.web.client.RestTemplateBuilder; import org.springframework.http.HttpMethod; import org.springframework.stereotype.Component; import org.springframework.test.context.junit4.SpringRunner; import org.springframework.test.web.client.MockRestServiceServer; import org.springframework.web.client.RestTemplate; import org.springframework.web.util.DefaultUriBuilderFactory; import org.springframework.web.util.DefaultUriBuilderFactory.EncodingMode; import org.springframework.web.util.UriComponents; import org.springframework.web.util.UriComponentsBuilder; import org.springframework.web.util.UriUtils;  @RunWith(SpringRunner.class) @RestClientTest(DemoClient.class) public class EncodingTest {   @Autowired private MockRestServiceServer mockServer;   @Autowired private DemoClient client;    @Test   public void encodeAllCharactersInParameter() {     mockServer.expect(requestTo(encodedQueryUrl(""https://host"", ""+:/"")))       .andExpect(method(HttpMethod.GET))       .andRespond(withSuccess());     client.request(""https://host"", ""+:/"");     mockServer.verify();   }    private String encodedQueryUrl(final String baseUrl, final String parameter) {     return String.format(""%s?parameter=%s"", baseUrl,       UriUtils.encode(parameter, StandardCharsets.UTF_8));   } }  @Component class DemoClient {   private final RestTemplate restTemplate;    public DemoClient(RestTemplateBuilder restTemplateBuilder) {     DefaultUriBuilderFactory factory = new DefaultUriBuilderFactory();     factory.setEncodingMode(EncodingMode.VALUES_ONLY);     restTemplateBuilder.uriTemplateHandler(factory);     this.restTemplate = restTemplateBuilder.build();   }    public Object request(final String url, final String parameter) {     UriComponents queryUrl = UriComponentsBuilder.fromHttpUrl(url)       .queryParam(""parameter"", parameter).build().encode();     return restTemplate.getForObject(queryUrl.toUri(), Object.class);   } } ```    ---  **Affects:** 5.0.7  **Reference URL:** https://stackoverflow.com/questions/51241321/how-to-have-a-resttemplate-encode-all-characters-with-uricomponents-and-encoding","closed","status: invalid,","spring-projects-issues","2018-07-16T15:50:16Z","2019-01-12T05:18:31Z"
"","21430","Enable use of both @SendTo and @SendToUser on the same method [SPR-16891]","**[Ethan Mcgee](https://jira.spring.io/secure/ViewProfile.jspa?name=emcgee@afs)** opened **[SPR-16891](https://jira.spring.io/browse/SPR-16891?redirect=false)** and commented  It would be really nice if it were possible using spring messaging to return an individual message to both the user and simultaneously broadcast that message to everyone on different queues.  The user component could react to the personal message while other components on the page could react to the global message.  With this in mind, my proposal is that a wrapper annotation be added that allows multiple `@SendTo` and `@SendToUser` annotations to be applied.  Then if that annotation is present, each annotation is added individually.  An example of what I am proposing is below.  ``` @MessageMapping(""/document.save.{id}"") @SendTos(     globalSends = {         @SendTo(""/topic/document.updated"")     },     userSends = {         @SendToUser(value = ""/topic/document.save.complete.{id}"", broadcast = false)     } )  public Document save(@RequestBody Document document, @DestinationVariable Long id) {     Document doc = documentService.storeDocument(document);     return doc;  }    ```  ---  **Affects:** 5.0.6  **Issue Links:** - #18811 Annotated class with `@SendToUser` overrides `@SendTo` on method  **Referenced from:** pull request https://github.com/spring-projects/spring-framework/pull/1846, and commits https://github.com/spring-projects/spring-framework/commit/f4bffea739a0162585ad5cf71065f179efcd46a6","closed","type: enhancement,","spring-projects-issues","2018-06-01T15:33:06Z","2019-01-13T04:40:37Z"
"","21521","ForwardedHeaderFilter does not respect Servlet forwarding [SPR-16983]","**[Eric Sirianni](https://jira.spring.io/secure/ViewProfile.jspa?name=sirianni)** opened **[SPR-16983](https://jira.spring.io/browse/SPR-16983?redirect=false)** and commented  `ForwardedHeaderFilter` captures the `requestUri` on initial request (e.g. `/foo`).  That request URI can be altered due to a server-side forward - for example:  ``` request.getRequestDispatcher(""/bar"").forward(request, response) ```  When the request is re-dispatched, code calling `HttpServletRequest.getRequestURI()` receives the old value (e.g. `/foo`) instead of the new value (e.g. `/bar`).  Even if the filter is registered with `DispatcherType.FORWARD`, the issue remains that the filter implements `OncePerRequestFilter`.  ---  **Affects:** 5.0.7  **Issue Links:** - #21954 ResourceUrlEncodingFilter does not work with HttpServletRequestWrapper  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/feeec344e530aeb32c0d9d36588b7fb821ac0e9e  2 votes, 4 watchers","closed","type: bug,","spring-projects-issues","2018-06-28T19:01:14Z","2019-01-11T16:07:31Z"
"","21719","@Profile not working as expected [SPR-17183]","**[Eric M Fenderbosch](https://jira.spring.io/secure/ViewProfile.jspa?name=efenderbosch)** opened **[SPR-17183](https://jira.spring.io/browse/SPR-17183?redirect=false)** and commented  When defining beans using `@Profile`, the correct bean is not injected. For example, this `@Configuration` snippet actually injects the `@Bean` that comes first, regardless of which profile is active. Full demo project w/ test is here: https://github.com/efenderbosch/spring-profile-bug  `@Bean` `@Profile(""!prod"")` `public Service service(ServiceProperties props, Environment env) {` `    return new NotProdService(env.getActiveProfiles()[0]);` `}`  `@Bean` `@Profile(""prod"")` `public Service service(ServiceProperties props) {` `    return new ProdService(props);` `}`      ---  **Affects:** 5.0.8  **Reference URL:** https://github.com/efenderbosch/spring-profile-bug","closed","in: core,","spring-projects-issues","2018-08-14T17:43:20Z","2019-01-13T20:09:12Z"
"","21282","Provide XML-based assertions in WebTestClient [SPR-16741]","**[Eric Deandrea](https://jira.spring.io/secure/ViewProfile.jspa?name=edeandrea)** opened **[SPR-16741](https://jira.spring.io/browse/SPR-16741?redirect=false)** and commented  [WebTestClient](https://docs.spring.io/spring/docs/current/javadoc-api/org/springframework/test/web/reactive/server/WebTestClient.html) is missing the ability to perform assertions against XML content like you can do with [MockMvc](https://docs.spring.io/spring/docs/current/javadoc-api/org/springframework/test/web/servlet/MockMvc.html) (like with [MockMvcResultMatchers.xpath](https://docs.spring.io/spring/docs/current/javadoc-api/org/springframework/test/web/servlet/result/MockMvcResultMatchers.html#xpath-java.lang.String-java.lang.Object...-)). This is essential for building enterprise applications which have to support both XML & JSON.  I propose we add similar things to `org.springframework.test.web.reactive.server.WebTestClient.BodyContentSpec` as well as a new XpathAssertions class (similar to [JsonPathAssertions](https://docs.spring.io/spring/docs/current/javadoc-api/org/springframework/test/web/reactive/server/JsonPathAssertions.html)) that ties into `org.springframework.test.util.XpathExpectationsHelper`.  ---  **Affects:** 5.0.5  **Issue Links:** - #21270 WebTestClient does not provide Hamcrest Matcher assertions for JSONPath  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/0c62d6b5dabc33c3baa969980ada3dc578ab08c8, https://github.com/spring-projects/spring-framework/commit/2734f01067fb231ee3fd3d6dd100e0ae6ed6ed0b","closed","type: enhancement,","spring-projects-issues","2018-04-18T11:49:02Z","2019-01-11T16:43:43Z"
