"#","No","Issue Title","Issue Details","State","Labels","User name","created","Updated"
"","399","Update overview.html","合并原作者的更新","closed","","mezhou887","2013-11-03T15:26:21Z","2013-11-03T15:29:01Z"
"","16319","Exception translators through annotations [SPR-11697]","**[Venkat](https://jira.spring.io/secure/ViewProfile.jspa?name=itsvenkis)** opened **[SPR-11697](https://jira.spring.io/browse/SPR-11697?redirect=false)** and commented  It would be great to have exception translators by annotations. Maintenance of code will be simplified through this approach. In general during exception handling/translation, one will 1: catch the exception 2: log it 3: convert it to some custom exception and throw it back Instead of doing the above steps where ever it is appropriate, one can have an annotation defined at method level taking expected type and the type of exception it should be translated to. By default annotation behavior can follow the above mentioned steps. For example:  ``` public class Foo{ @ExceptionTranslator(expected=IOException.class,to=CustomException.class) public void getFoo(){ //do something } }  ```    --- No further details from [SPR-11697](https://jira.spring.io/browse/SPR-11697?redirect=false)","closed","status: bulk-closed,","spring-projects-issues","2014-04-15T09:06:46Z","2019-01-12T00:20:16Z"
"","16077","EntityManager should explicitly get closed for non-executed Query objects [SPR-11451]","**[Vaidhyanathan](https://jira.spring.io/secure/ViewProfile.jspa?name=vaidya.uk1983@gmail.com)** opened **[SPR-11451](https://jira.spring.io/browse/SPR-11451?redirect=false)** and commented  Hi,  In our application,We have dao interfaces extending JPARepository and the methods annotated with `@query` notation.  During the start of the server , we found that all the classes with `@query` notation are being invoked and to our surprise in the logs we found that before execution of the methods with `@query` annotation this log is getting generated :-  Creating new EntityManager for shared EntityManager invocation  but we didnt see any debug logs with 'Closing JPA Entity Manager'.  When we ran the hibernate statistics ,the session open count was equivalent to the number of `@query` methods and the session close count was 0.  We could infer that entity manager instances were not closed . We are facing connection leak issues in our application.We are suspecting this could be the issue.  We also checked the SharedEntityManagerCreator$SharedEntityManagerInvocationHandler Class the below code was present :-  if ((result instanceof Query)) { Query query = (Query)result; if (isNewEm) { Class[] ifcs = ClassUtils.getAllInterfacesForClass(query.getClass(), this.proxyClassLoader); result = Proxy.newProxyInstance(this.proxyClassLoader, ifcs, new SharedEntityManagerCreator.DeferredQueryInvocationHandler(query, target)); isNewEm = false;//This could happen in our case } else { EntityManagerFactoryUtils.applyTransactionTimeout(query, this.targetFactory); } } Object localObject2 = result; return localObject2; } catch (InvocationTargetException ex) { throw ex.getTargetException(); } finally { if (isNewEm) EntityManagerFactoryUtils.closeEntityManager(target); }  With this code snippet the entity manager will never be closed in our case. Moreover , we even saw the SharedEntityManagerCreator$DeferredQueryInvocationHandler class it was closing the connection only if ((method.getName().equals(""getResultList"")) || (method.getName().equals(""getSingleResult"")) || (method.getName().equals(""executeUpdate""))) EntityManagerFactoryUtils.closeEntityManager(this.em); }  Does this mean our method names where `@query` is annotated should getResultlist or getSingleList ?  Please confirm if there's any issue with the jar file. I have updated a sample code of our application and the logs that was getting generated.  Please help us in getting this issue resolved.  Thanks, Vaidhyanathan.  ---  **Affects:** 3.0.6  **Attachments:** - [Spring_jpa_app_repository_files.txt](https://jira.spring.io/secure/attachment/21687/Spring_jpa_app_repository_files.txt) (_1.03 kB_)  **Issue Links:** - [DATAJPA-350](https://jira.spring.io/browse/DATAJPA-350) Improve query validation by creating explicit EntityManager instance - #19927 Drop DeferredQueryInvocationHandler.finalize()  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/a8577da30cec91272ef7f367ab5f393d232a1ee1","closed","type: enhancement,","spring-projects-issues","2014-02-19T12:14:54Z","2019-01-11T21:24:17Z"
"","15530","Wrong translation of MS SQL Server RAISERROR [SPR-10902]","**[Vadim S](https://jira.spring.io/secure/ViewProfile.jspa?name=mrvadims)** opened **[SPR-10902](https://jira.spring.io/browse/SPR-10902?redirect=false)** and commented  The issue described in the following Jira Issue has reappeared in version 3.2.4.RELEASE.  Please fix as soon as possible.  https://jira.springsource.org/browse/SPR-2031   ---  **Affects:** 3.2.4  **Reference URL:** https://jira.springsource.org/browse/SPR-2031  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/d9b620381ec19cb7ffaf411bb7574e9754bc54f4, https://github.com/spring-projects/spring-framework/commit/beaf6992b232023886e2fd54a0122bf3ad220a41, https://github.com/spring-projects/spring-framework/commit/ef66708aa6fcd1a8e9d195ffb77213ec1e4e9e13, https://github.com/spring-projects/spring-framework/commit/30b3e24a32475ca748e23896e50efd3a8b2e854d","closed","type: bug,","spring-projects-issues","2013-09-09T14:10:41Z","2013-10-31T12:27:52Z"
"","15543","SpEL can't evaluate value if properties contain self quotes [SPR-10915]","**[Tuz Pavel](https://jira.spring.io/secure/ViewProfile.jspa?name=lostoverflow)** opened **[SPR-10915](https://jira.spring.io/browse/SPR-10915?redirect=false)** and commented  I'm using **org.springframework.beans.factory.config.PropertyPlaceholderConfigurer** class to work with my properties. I'm trying to evaluate the value by concatenation of several props in such way:  ```xml  ```  It works fine if props does not contain single quote: ' If it has one - I am having an exception: org.springframework.expression.ParseException: Found closing ')' at position 109 without an opening '(' Want to notice: if I try a similar expression in SINGLE line:  ```xml  ```  it works fine TOO even if it contaqns quoters!  Step to reproduce: try to evaluate SpEL expression:  ```xml  ```  with props values:  ```   prop1=abc  prop2=cd'e ```  If you can't reproduce the bug, try my original xml config and props files. problem property is  ``` reader.regexp.header.pokerType=(Hold'em|Omaha)\\s+ ```    ---  **Attachments:** - [cfg_props.zip](https://jira.spring.io/secure/attachment/21386/cfg_props.zip) (_1.47 kB_)","closed","in: core,","spring-projects-issues","2013-09-13T15:54:23Z","2019-01-13T21:02:32Z"
"","15802","Spring MVC doesn't support portlet namespaces [SPR-11176]","**[Turcsányi László](https://jira.spring.io/secure/ViewProfile.jspa?name=laci009)** opened **[SPR-11176](https://jira.spring.io/browse/SPR-11176?redirect=false)** and commented  In Liferay 6.2, the portlet namespace for form parameters are mandatory. Therefore you can't use `@ModelAttribute`, the parameter values after submitting the form are null.   ---  **Affects:** 3.2.5  1 votes, 4 watchers","closed","type: enhancement,","spring-projects-issues","2013-12-05T04:32:04Z","2019-01-11T19:35:55Z"
"","16300","Introduce annotation to skip test based on active Spring profile [SPR-11677]","**[Torsten Krah](https://jira.spring.io/secure/ViewProfile.jspa?name=tkrah)** opened **[SPR-11677](https://jira.spring.io/browse/SPR-11677?redirect=false)** and commented  I've looked at the `@IfProfileValue`  and `@ActiveProfiles` annotations, but neither does what I am searching for.  We are using the `""spring.profiles.active""` system property to activate different profiles, even at the test level -- e.g. `""h2, default""` or something else.  We have tests which are only for Oracle and should therefore only be run if the `""oracle""` profile is active, but I've found no way to express this on the test class itself.  A dedicated annotation would be nice to support this.  ---  **Affects:** 4.0.3  **Issue Links:** - #12410 Decide what to do with `@IfProfileValue` - #9538 Introduce strategy for determining if a profile value is enabled for a particular test environment - #13622 Allow overriding `@ActiveProfiles` in test classes with system property - #13625 SystemProfileValueSource is not very compatible with the new 3.1 default system property profiles  8 votes, 8 watchers","open","type: enhancement,","spring-projects-issues","2014-04-09T02:25:28Z","2021-05-26T08:42:35Z"
"","16214","TransactionSynchronizationManager - throw an Exception or log a warning if a Synchronization wants to add a Synchronization and afterCompletion is already called [SPR-11590]","**[Torsten Krah](https://jira.spring.io/secure/ViewProfile.jspa?name=tkrah)** opened **[SPR-11590](https://jira.spring.io/browse/SPR-11590?redirect=false)** and commented  Hi,  i've got a service A which registered a TransactionSynchronization to do stuff in the afterCommit() case. It calls a service B to index things to lucene. I've forgot that i did already leveraged the transaction handling to the lucene service B, so i did wonder why nothing happened and no error was thrown.  After debugging i've found that A did register a Synchronization (doAfterCommit) to call B, and B did also register one (doAfterCompletion).  The one which B registered was never called because doAfterCommit is the last trigger to be called and triggerAfterCompletion was already run.  Maybe a check can be added for addSynchronization(), that it throws an Exception, if the afterCompletion trigger is already reached - or at least a log warning would be nice.  ---  **Affects:** 4.0.2  **Issue Links:** - #16383 Prevent corrupted ThreadLocals when mis-using triggerAfterCommit (_**""is duplicated by""**_) - #20817 Topic messages are not sent when using transacted JmsTemplate in 'TransactionSynchronization.afterCommit' phase - #19759 Spring does not clean up db connection registered in afterCompletion callback - #18297 Transaction synchronization hook - beforeCreatePhase - #11234 Rollback of transaction participating in nested transaction should not enforce rollback of global transaction","closed","type: enhancement,","spring-projects-issues","2014-03-24T06:37:04Z","2019-10-18T10:07:20Z"
"","16211","TilesConfigurer not safe to use in multiple DispatcherServlet definitions [SPR-11587]","**[Torsten Krah](https://jira.spring.io/secure/ViewProfile.jspa?name=tkrah)** opened **[SPR-11587](https://jira.spring.io/browse/SPR-11587?redirect=false)** and commented  Hi,  got some mysterious problem.  Just do a ""gradle jettyRunWar"" on the attached project and go to `http://localhost:8080/web/view/` and `http://localhost:8080/admin/view/` - it will render Apples and Tomatoes. Stop the stuff and go to the web.xml and remove the comments from load-on-startup of the tomatoes servlet.  If you now go to `http://localhost:8080/web/view/` you get  ``` javax.servlet.ServletException: Could not resolve view with name 'admin-index' in servlet with name 'apples' ```  I don't know exactly what the error is - but in another project we got 3 DispatcherServlets in one web.xml which are all mapped to different URLs and each got its own Tiles definitions. Only one Servlet can found its mappings, the other Servlets fails to find their views.  It maybe related to `SpringWildcardServletTilesApplicationContext` which uses the ServletContext to store things (or the app key which is null) - but that only a guess, still searching the exact cause.   ---  **Affects:** 4.0.2, 4.0.3, 4.0.4, 4.0.5, 4.0.6  **Reference URL:** https://github.com/spring-projects/spring-framework/pull/1355  **Attachments:** - [playground.tar.bz2](https://jira.spring.io/secure/attachment/21832/playground.tar.bz2) (_7.13 kB_)","closed","type: enhancement,","spring-projects-issues","2014-03-21T08:02:54Z","2021-11-08T10:50:20Z"
"","16197","H2EmbeddedDatabaseConfigurer should set DB_CLOSE_ON_EXIT=false [SPR-11573]","**[Torsten Krah](https://jira.spring.io/secure/ViewProfile.jspa?name=tkrah)** opened **[SPR-11573](https://jira.spring.io/browse/SPR-11573?redirect=false)** and commented  I've traced down a race condition after a few hours and found the fix. So I wonder if this can be included in the default configuration of the `ConnectionProperties` for `H2EmbeddedDatabaseConfigurer`.  Per default `DB_CLOSE_ON_EXIT` is `true`. Thus, if the test VM exits, the Spring `ApplicationContext` gets closed, but H2 also registers a shutdown hook: the DatabaseCloser thread shuts down the database in parallel. As a consequence, all scripts configured via `` (_that should be run at closing time_) fail because the database was already shutdown.  It would be good if the following line in `H2EmbeddedDatabaseConfigurer.configureConnectionProperties()` ...  ``` properties.setUrl(String.format(""jdbc:h2:mem:%s;DB_CLOSE_DELAY=-1"", databaseName)); ```  ... could be modified as follows:  ``` properties.setUrl(String.format(""jdbc:h2:mem:%s;DB_CLOSE_DELAY=-1;DB_CLOSE_ON_EXIT=false"", databaseName)); ```  This would result in ...  ```  ```  not emitting errors about missing tables.   ---  **Affects:** 4.0.2","closed","type: enhancement,","spring-projects-issues","2014-03-18T06:41:56Z","2014-03-26T22:34:10Z"
"","15536","Support patterns for baseName property of ReloadableResourceBundleMessageSource [SPR-10908]","**[Torsten Krah](https://jira.spring.io/secure/ViewProfile.jspa?name=tkrah)** opened **[SPR-10908](https://jira.spring.io/browse/SPR-10908?redirect=false)** and commented  Hi,  its possible to add multiple basename to the message source.  But if you got a module A which is used in other modules and provides messages to the other ones, it would be a nifty feature, if they can extend the messages by just placing their ""messages"" in a well known filename and are automatically merged.  e.g. test/$modulename/resources/Exception.properties  Inspired from:  http://stackoverflow.com/a/17977941  it would be nice if you can add such functionality so that you are able to use a basename like:  classpath*:test/*/resources/Exception  Just in case its not possible to merge those code in the ReloadableResourceBundleMessageSource (because of ResourceLoader interface), may it be possible to add an ReloadablePatternResourceBundleMessageSource or something like that which does extend the base class and override refreshProperties?   ---  **Affects:** 3.2.4","closed","status: bulk-closed,","spring-projects-issues","2013-09-11T02:23:15Z","2019-01-12T02:31:06Z"
"","16084","Autowiring fails when bean with the same name yet different type exists in parent BeanFactory [SPR-11458]","**[Tommy Becker](https://jira.spring.io/secure/ViewProfile.jspa?name=tbecker)** opened **[SPR-11458](https://jira.spring.io/browse/SPR-11458?redirect=false)** and commented  We hit an unusual autowiring bug today.  Essentially, our application uses a context hierarchy that looks something like this:  * Root context   * Middle context   *** Leaf context  We have a bean in the leaf context that `@Injects` a bean that is defined in the root context.  Unbeknownst to us at the time, a bean with the same name **but a different type** than the bean we wanted to inject existed in the middle context.  This shouldn't matter since the injection was being done by type anyway.  But in practice, the injection fails with no autowire candidiates found.  The reason is that DefaultListableBeanFactory.findAutowireCandidates() relies on BeanFactoryUtils.beanNamesForTypeIncludingAncestors().  That method is bugged in that it will not return matches from parent bean factories if the local bean factory contains a bean with the same name - even if the local bean with that name does not match the intended type.  Even though this is a bit of an unusual scenario, it's nasty because one of the reasons to have separate contexts in a hierarchy is to have separate namespaces.  But here we have a situation where a naming collisions still cause Bad Things to happen.  I'm thinking this simple change to both variants of BeanFactoryUtils.beanNamesForTypeIncludingAncestors() would fix this:  153c153 < 					if (!resultList.contains(beanName) && !hbf.containsLocalBean(beanName)) { —  > if (!resultList.contains(beanName) && (!hbf.containsLocalBean(beanName) && type.isAssignableFrom(hbf.getType(beanName)))) {  196c196 < 					if (!resultList.contains(beanName) && !hbf.containsLocalBean(beanName)) { —  > if (!resultList.contains(beanName) && (!hbf.containsLocalBean(beanName) && type.isAssignableFrom(hbf.getType(beanName)))) {    ---  **Affects:** 3.0.6, 3.1.4, 3.2.8, 4.0.1","closed","status: bulk-closed,","spring-projects-issues","2014-02-20T10:51:36Z","2019-01-12T02:45:38Z"
"","15774","XStreamMarshaller doesn't set the converterRegistry field with XStream 1.4.5 [SPR-11147]","**[Tomas Repel](https://jira.spring.io/secure/ViewProfile.jspa?name=trepel)** opened **[SPR-11147](https://jira.spring.io/browse/SPR-11147?redirect=false)** and commented  When using XStreamMarshaller, I get following error  ``` XStream marshalling ended with exception org.springframework.oxm.MarshallingFailureException: XStream marshalling exception; nested exception is com.thoughtworks.xstream.converters.ConversionException: No converter specified for class springtest.xmlmarshalling.Data ```  After some debugging, I think the problem is that XStreamMarshaller's converterRegistry field is not initialized (it remains NULL, unlike the converterLookup field just a line above) and when the XStream object is being created in constructXStream() method, the NULL value causes that no converter is registered.  Let me know if you need more details or example war to reproduce this.   ---  **Affects:** 4.0 RC2  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/26d143868f912bcd8fe4b8cc66135928807526f8","closed","type: regression,","spring-projects-issues","2013-12-04T06:46:03Z","2013-12-11T23:57:20Z"
"","16123","Spring-websocket SockJS prevents Spring Boot applications from refreshing  [SPR-11498]","**[tomas lin](https://jira.spring.io/secure/ViewProfile.jspa?name=tomaslin@gmail.com)** opened **[SPR-11498](https://jira.spring.io/browse/SPR-11498?redirect=false)** and commented  We are trying to incorporate spring websockets into a Spring Boot application with a custom implementation that refreshes the SpringApplication.  It seems that the implementation of SockJS instantiates two Task Schedulers: [defaultSockJsTaskScheduler, messageBrokerSockJsTaskScheduler]  If spring-websocket is disabled, everything seems to work fine. However, we run into a one TaskScheduler limitation of ScheduledAnnotationBeanPostProcessor whenever we try to refresh once we include the websocket functionality.  It would be nice if spring-websockets played nice with SpringApplication.refresh.  The error log is attached.  2014-02-28 15:12:37,956 ERROR com.netflix.server.base.BaseServer$UncaughtExceptionHandlerImpl:684 [main] [uncaughtException] from main java.lang.IllegalStateException: More than one TaskScheduler and/or ScheduledExecutorService  exist within the context. Remove all but one of the beans; or implement the SchedulingConfigurer interface and call ScheduledTaskRegistrar#setScheduler explicitly within the configureTasks() callback. Found the following beans: [defaultSockJsTaskScheduler, messageBrokerSockJsTaskScheduler] at org.springframework.scheduling.annotation.ScheduledAnnotationBeanPostProcessor.onApplicationEvent(ScheduledAnnotationBeanPostProcessor.java:289) at org.springframework.scheduling.annotation.ScheduledAnnotationBeanPostProcessor.onApplicationEvent(ScheduledAnnotationBeanPostProcessor.java:72) at org.springframework.context.event.SimpleApplicationEventMulticaster.multicastEvent(SimpleApplicationEventMulticaster.java:98) at org.springframework.context.support.AbstractApplicationContext.publishEvent(AbstractApplicationContext.java:333) at org.springframework.context.support.AbstractApplicationContext.finishRefresh(AbstractApplicationContext.java:776) at org.springframework.boot.context.embedded.EmbeddedWebApplicationContext.finishRefresh(EmbeddedWebApplicationContext.java:142) at org.springframework.context.support.AbstractApplicationContext.refresh(AbstractApplicationContext.java:485) at org.springframework.boot.context.embedded.EmbeddedWebApplicationContext.refresh(EmbeddedWebApplicationContext.java:120) at org.springframework.boot.SpringApplication.refresh(SpringApplication.java:616)   ---  **Affects:** 4.0.2","closed","status: declined,","spring-projects-issues","2014-02-28T15:38:33Z","2020-08-27T03:25:46Z"
"","16060","NumberUtils.convertNumberToTargetClass does not report overflow when converting BigInteger to Long [SPR-11434]","**[Tom Leccese](https://jira.spring.io/secure/ViewProfile.jspa?name=tleccese)** opened **[SPR-11434](https://jira.spring.io/browse/SPR-11434?redirect=false)** and commented  I was expecting that the NumberUtils.convertNumberToTargetClass method might throw an exception when converting a BigInteger to a Long if the BigInteger value is less than Long.MIN_VALUE or greater than Long.MAX_VALUE.  In other words I would not expect this test to pass: assertEquals(Long.valueOf(Long.MIN_VALUE),NumberUtils.convertNumberToTargetClass(BigInteger.valueOf(Long.MAX_VALUE).add(BigInteger.ONE), Long.class));  ... yet it passes due to the two's complement rollover from max to min value.  Attached are a modified version of NumberUtils and NumberUtilsTests which have a fix that will cause an exception to be thrown when the targetClass is Long, the number is an instance of BigInteger or BigDecimal, and the value of the number is outside the range of the long domain.  Feel free to use the ""fix"" if you think this issue is a bug in the NumberUtils class.  ---  **Affects:** 3.2.7  **Attachments:** - [NumberUtils.java](https://jira.spring.io/secure/attachment/21678/NumberUtils.java) (_9.97 kB_) - [NumberUtilsTests.java](https://jira.spring.io/secure/attachment/21679/NumberUtilsTests.java) (_24.43 kB_)  **Issue Links:** - #18613 BigDecimal to Integer/Short/Byte should overflow like BigDecimal to Long does  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/4744180d3d896d0af218febefc2aba5b01a21abb","closed","type: enhancement,","spring-projects-issues","2014-02-16T08:40:44Z","2019-01-11T21:26:38Z"
"","16110","How can I override Scan method of ClassPathBeanDefinitionScanner [SPR-11485]","**[tokala](https://jira.spring.io/secure/ViewProfile.jspa?name=tokala)** opened **[SPR-11485](https://jira.spring.io/browse/SPR-11485?redirect=false)** and commented  I want to add a fuctionality to Spring WHEN A BEAN CONFLICT ECXEPTION OCCURS I WANT AN OPTION TO CONFIGURE WHICH BEAN TO SELECT BASED ON CONFIGURATION OR PROPERTIES FILES    ---  **Affects:** 4.0.2","closed","status: invalid,","spring-projects-issues","2014-02-26T01:31:40Z","2019-01-12T05:26:11Z"
"","15598","Regression with detecting nested components [SPR-10970]","**[Tobias Mattsson](https://jira.spring.io/secure/ViewProfile.jspa?name=tmattsson)** opened **[SPR-10970](https://jira.spring.io/browse/SPR-10970?redirect=false)** and commented  When testing with M3 and BUILD-SNAPSHOT I've found a regression from previous versions.  In one of my test cases I'm using annotated controllers that I define explicitly rather than classpath scanning for them. In previous versions of Spring nested classes annotated with `@Controller`, `@Service`, `@Respository` would be found but in 4.0 they're not.  The controller class:  ``` import org.springframework.stereotype.Controller; import org.springframework.web.bind.annotation.RequestMapping;  @Controller public class FooController {      @RequestMapping(""/foo"")     public void foo() {}      @Controller     public static class BarController {          @RequestMapping(""/bar"")         public void bar() {}     } } ```  The test case:  ``` import org.junit.Test; import org.springframework.web.context.support.XmlWebApplicationContext;  public class NestedControllerTest {      @Test     public void testFindsNestedController() {          XmlWebApplicationContext wac = new XmlWebApplicationContext();         wac.setConfigLocation(""classpath:NestedControllerTest-test.xml"");         wac.refresh();          wac.getBean(FooController.class);          // Fails in 4.0.0, works in 3.2.4         wac.getBean(FooController.BarController.class);     } } ```  The beans XML file:  ```xml             ```  The test fails with:  ``` org.springframework.beans.factory.NoSuchBeanDefinitionException: No qualifying bean of type [FooController$BarController] is defined 	at org.springframework.beans.factory.support.DefaultListableBeanFactory.getBean(DefaultListableBeanFactory.java:318) 	at org.springframework.context.support.AbstractApplicationContext.getBean(AbstractApplicationContext.java:985) 	at NestedControllerTest.testFindsNestedController(NestedControllerTest.java:16) ```  Its easily fixable of course by adding \ but I still wanted to let you know.  ---  **Affects:** 4.0 M3  **Attachments:** - [FooController.java](https://jira.spring.io/secure/attachment/21429/FooController.java) (_430 bytes_) - [NestedControllerTest.java](https://jira.spring.io/secure/attachment/21430/NestedControllerTest.java) (_509 bytes_) - [NestedControllerTest-test.xml](https://jira.spring.io/secure/attachment/21431/NestedControllerTest-test.xml) (_596 bytes_)  **Issue Links:** - #15492 `@Component` within `@Configuration` class cannot `@Autowire` Regression  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/9bfbe36b1c000f5ffa6c5c2941259e43ec38af01  0 votes, 5 watchers","closed","in: core,","spring-projects-issues","2013-10-09T02:15:37Z","2019-01-13T06:57:56Z"
"","15554","FormTag generates hidden fields from RequestDataValueProcessor.getExtraHiddenFields(...) without container, resulting in invalid xhtml [SPR-10926]","**[Thorsten Vogel](https://jira.spring.io/secure/ViewProfile.jspa?name=tvcom)** opened **[SPR-10926](https://jira.spring.io/browse/SPR-10926?redirect=false)** and commented  When specifying extra hidden fields in a RequestDataValueProcessor, the resulting markup is invalid according to the W3C validator. We are using XHTML 1.0 Strict.  It would be great if the FormTag.writeHiddenFields(...) method could optionally generate a container around the fields (e.g. div or a configurable container).  Resulting markup:  ``` ...       ```  Expected for compliancy:  ``` ...                     ```  ---  **Affects:** 3.2.4  **Issue Links:** - #17304 When using CsrfRequestDataValueProcessor, the hidden field with the CSRF token is put into an unnecessarily created div element  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/b5bd4d8a8a27b014950bb106e2cdfcff7887676f","closed","type: bug,","spring-projects-issues","2013-09-18T07:16:38Z","2019-01-11T22:10:36Z"
"","16195","Add close() method to LazyConnectionDataSourceProxy [SPR-11571]","**[Thomas Zimmermann](https://jira.spring.io/secure/ViewProfile.jspa?name=zimmi)** opened **[SPR-11571](https://jira.spring.io/browse/SPR-11571?redirect=false)** and commented  It would be a convenient feature if the LazyConnectionDataSourceProxy would provide a public close() method that delegates to a (possibly configurable) destroy-method on the wrapped DataSource if one is present. This would avoid having to declare two datasource beans: one for the LazyConnectionDataSourceProxy and one for the underlying DataSource itself, so that the proper destroy-method can be called on it.  I'm initializing my DataSource as follows:  ```java     @Bean     public DataSource dataSource() {         PGSimpleDataSource dataSource = new PGSimpleDataSource();         // set properties ...          // set up connection pool, HikariCP in my case         HikariDataSource connectionPool = new HikariDataSource(config);          LazyConnectionDataSourceProxy lazyDataSource = new LazyConnectionDataSourceProxy();         lazyDataSource.setTargetDataSource(connectionPool);         // set properties ...          return lazyDataSource;     } ```  A suggestion how this could work would be:  ```java     @Bean(destroyMethod=""close"") // as per default     public DataSource dataSource() {         PGSimpleDataSource dataSource = new PGSimpleDataSource();         // set properties ...          // set up connection pool, HikariCP in my case         HikariDataSource connectionPool = new HikariDataSource(config);          LazyConnectionDataSourceProxy lazyDataSource = new LazyConnectionDataSourceProxy();         lazyDataSource.setTargetDataSource(connectionPool);         // set properties ...          lazyDataSource.setDestroyMethod(""shutdown""); // or call ""close"" by default          return lazyDataSource;     } ```  ---  **Affects:** 4.0.2  **Issue Links:** - #21811 Notification for db connection acquired when LazyConnectionDataSourceProxy is used  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/3c58be05a52ddb1a18f300e1bb1d7eed2d68e9dd, https://github.com/spring-projects/spring-framework/commit/6551aa61fa65995d3472af3ea40dcd4b380f2186","closed","status: bulk-closed,","spring-projects-issues","2014-03-18T02:51:53Z","2019-01-12T02:45:09Z"
"","15892","better method identification in AnnotationTransactionAttributeSource logging [SPR-11267]","**[Thomas Whitmore](https://jira.spring.io/secure/ViewProfile.jspa?name=twhitmore.nz@gmail.com)** opened **[SPR-11267](https://jira.spring.io/browse/SPR-11267?redirect=false)** and commented  We am using `@Transactional` annotations in our projects, but logging does not identify the methods found very well.  In our project there are many separate DAOs & services, which frequently use similar method-names. We see 400+ of these, a good proportion of which have repetitive names & without classes cannot be identified:  Adding transactional method 'findById' with attribute: PROPAGATION_REQUIRED,ISOLATION_DEFAULT,readOnly; '' Adding transactional method 'remove' with attribute: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; '' Adding transactional method 'create' with attribute: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; '' Adding transactional method 'update' with attribute: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; '' Adding transactional method 'findById' with attribute: PROPAGATION_REQUIRED,ISOLATION_DEFAULT,readOnly; '' Adding transactional method 'create' with attribute: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; '' Adding transactional method 'update' with attribute: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; ''  We want to be able to identify whether a particular class/method is getting scanned (or not) for transactionality, to allow us to engineer/ diagnose/ debug in this area.  Logging Class.Method would be much more useful (simple name only, no FQN) to enable engineering & diagnostis of transaction definitions.  (Keywords:  AbstractFallbackTransactionAttributeSource, AnnotationTransactionAttributeSource, transaction attribute source logging, method name.)  ---  **Affects:** 3.2.6  **Issue Links:** - #17141 Performance - hashCode method of AbstractFallbackTransactionAttributeSource.DefaultCacheKey doesn't take targetClass into account  **Referenced from:** commits https://github.com/spring-projects/spring-framework/commit/57eedf33d6a3861aa61003a567352b9fa94402d7, https://github.com/spring-projects/spring-framework/commit/82ea9ece5c56309f98984778cd03970fbe479872  **Backported to:** [3.2.7](https://github.com/spring-projects/spring-framework/milestone/95?closed=1)","closed","type: enhancement,","spring-projects-issues","2013-12-30T13:49:57Z","2019-01-11T18:38:43Z"
"","16346","Problem with the injection of generic services [SPR-11724]","**[Thomas Vöcking](https://jira.spring.io/secure/ViewProfile.jspa?name=tvoecking)** opened **[SPR-11724](https://jira.spring.io/browse/SPR-11724?redirect=false)** and commented  Hello!  We have encountered a problem when a generic service needs to be injected into another generic service. Please have a look into the attached testcase.  We have this ""CombinedService"" where we want to inject an instance of the ""IContainerFactory"". When we use generics like we do it at ""field1"", everything works fine, but I would expect ""field2"" to be handled the same way, but in this case spring cannot find an autowire candidate.  I debugged the spring framework and it seems that the ""ResolvableType"" class handles these two fields different as you can see in the testcase.  Do you confirm this is a bug or are we doing something wrong...?  Best regards, Thomas Vöcking   ---  **Affects:** 4.0.1, 4.0.4  **Attachments:** - [ResolverTypeTest.java](https://jira.spring.io/secure/attachment/21962/ResolverTypeTest.java) (_1.65 kB_)","closed","in: core,","spring-projects-issues","2014-04-23T01:57:33Z","2019-01-12T05:25:58Z"
